gvkey,tic,curncd,ceoso,cfoso,currtr,src,auop,acominc,acominc_std,act,act_std,ao,ao_std,aoloch,aoloch_std,aqc,aqc_std,at,at_std,bkvlps,bkvlps_std,caps,caps_std,capx,capx_std,ceq,ceq_std,ceqt,ceqt_std,ch,ch_std,chech,chech_std,ci,ci_std,cibegni,cibegni_std,cogs,cogs_std,cshpri,cshpri_std,dcpstk,dcpstk_std,defrev,defrev_std,dilavx,dilavx_std,dlc,dlc_std,dltr,dltr_std,dltt,dltt_std,dp,dp_std,dpact,dpact_std,dvc,dvc_std,dvt,dvt_std,ebit,ebit_std,epsfi,epsfi_std,epsfx,epsfx_std,epspi,epspi_std,esopct,esopct_std,esubc,esubc_std,fincf,fincf_std,fopo,fopo_std,fyear,fyear_std,gdwl,gdwl_std,gp,gp_std,icapt,icapt_std,intan,intan_std,intpn,intpn_std,invch,invch_std,invt,invt_std,ivncf,ivncf_std,lct,lct_std,lse,lse_std,lt,lt_std,mii,mii_std,msa,msa_std,ni,ni_std,nopi,nopi_std,np,np_std,oancf,oancf_std,opeps,opeps_std,pi,pi_std,pnca,pnca_std,ppegt,ppegt_std,prca,prca_std,pstk,pstk_std,re,re_std,rect,rect_std,revt,revt_std,seq,seq_std,siv,siv_std,spce,spce_std,sppiv,sppiv_std,sstk,sstk_std,teq,teq_std,tot_tax,tot_tax_std,tstk,tstk_std,wcap,wcap_std,xacc,xacc_std,xint,xint_std,xopr,xopr_std,xsga,xsga_std,rest_count,rest_sum_diff,rest_count_of_diffs,rest_a_sum_diff,rest_a_count_of_diffs
12825,JJSF,USD,Y,Y,1.0,5,1.0,2011.5,-3.9574999999999996,263.2915,2.5585,-0.32899999999999996,10.47275,570.87875,24.1618,0.0,35.319,451.25374999999997,327.828,103.42175,9.250499999999997,54.868,55.49275,511.1912500000001,18.70975,0.0,55.49275,0.26825000000000004,0.25975000000000004,0.40625,30.73675,333.031,9.622499999999999,9.622499999999999,84.23625,2.9475,2.9475,2.965,0.0,0.0,-13.044,-0.2927500000000002,73.4845,273.622,451.66,123.42575000000001,0.057999999999999996,-4.741499999999999,63.90925000000001,-58.87875,77.91825,570.87875,119.625,0.0,-0.55675,55.49275,1.63575,0.0,81.10925,2.8825,87.30975000000001,0.0,463.8935,0.0,0.0,411.0045,77.2085,784.8132499999999,451.25374999999997,59.99525,53.84775,-0.036,4.151,451.25374999999997,0.0,185.37324999999998,18.7325,,669.8402500000001,158.649,-3.4007499999999995,73.59825000000001,1.2909944487358056,1.389461646346047,35.81094471899153,0.7046386780944307,2.8838024666517414,10.57553608964261,69.71002305443601,3.029268166846021,0.0,5.709417191506209,58.3215569258058,59.6546437588894,35.10116998406177,50.69753396040745,5.17810769812036,6.614507407963196,60.15774265143817,0.1425116954264911,0.0,6.614507407963196,0.05510217781540036,0.08765224849749528,0.21247646928542457,1.7814399372417804,25.45160661595519,1.7649718600211926,1.7649718600211926,9.393730936995514,0.34140640493894303,0.34140640493894303,0.34229616805723484,0.0,0.0,7.755006683856995,3.596918252708375,3.9427249882959567,18.924106707231054,58.113957342449154,2.281781376468829,0.018402898322456347,2.1539551991626937,9.536068804806307,46.98915809967941,5.544038201828453,69.71002305443601,11.785354046442569,0.0,1.1135,6.614507407963196,1.1820432521697335,0.0,9.500897970718343,0.3795062581829183,9.629155046870244,0.0,42.05365330543034,0.0,0.0,60.032456279915806,7.441598327420438,78.32657244458409,58.3215569258058,37.574208187487685,7.514052052654415,0.10081666528902848,0.9592034890122814,58.3215569258058,0.0,31.644529252041867,4.94500384226342,,68.29809616368038,8.294744962926835,0.4919155584718448,9.88673418863209,,,,,
12828,NXXIQ,USD,Y,Y,1.0,5,4.0,2010.5,0.0,2.864,0.193,-0.0085,0.086,3.7125,-0.10615,119.73100000000001,0.0225,-13.8745,-14.478000000000002,1.254,0.15000000000000002,-3.314,-3.314,1.8895,117.876,0.0,-2.3685,8.589,2.2285,7.534,0.265,2.0315,0.0,0.0,1.451,-0.03,-0.02,-0.03,0.0,0.0,-2.2285,4.1995000000000005,0.0,5.8325,-6.3405,0.6034999999999999,0.1125,1.2045000000000001,0.12050000000000001,-0.1675,10.052999999999999,3.7125,17.587,0.0,0.0,-3.314,0.0025,0.0,2.5460000000000003,-0.02,-2.3685,0.0,2.0835,0.0,0.0,-134.32600000000002,1.2875,7.7219999999999995,-13.8745,0.0,-2.3685,0.0,0.0,-13.8745,0.0,-7.189,0.9135,3.822,6.006,4.1165,0.0,0.0,0.7071067811865476,0.0,0.0947523086789976,0.2729432175380074,0.014849242404917497,0.12162236636408616,0.352846283812087,0.04306280297426074,0.7297341981845246,0.0007071067811865445,1.0302545801888003,1.0521748904055823,0.5925554826343269,0.9729789309126893,0.4836610383315986,0.4836610383315986,0.2793071785686862,51.60182446386949,0.0,0.7530687219636735,12.146680287222514,3.1515749237484423,10.654684978918898,0.1725340546095176,0.021920310216782757,0.0,0.0,0.6957930726875627,0.01414213562373095,0.0,0.01414213562373095,0.0,0.0,3.1515749237484423,0.17324116139070453,0.0,1.1928891398617056,11.684939559107697,0.02192031021678303,0.1251579002700189,1.5549278118292182,0.07424621202458749,0.14637110370561535,11.332093275295609,0.352846283812087,0.6774082963767114,0.0,0.0,0.4836610383315986,0.0007071067811865475,0.0,2.3249670965413682,0.0,0.7530687219636735,0.0,0.014849242404917433,0.0,0.0,2.1015213536864152,0.6102331521639907,1.4721963184303917,1.0302545801888003,0.0,0.7530687219636735,0.0,0.0,1.0302545801888003,0.0,11.426845583974607,0.5762920266670362,0.05798275605729679,0.6038691911333119,0.3245620125646255,0.0,0.0,,,,,
12972,IMKTA,USD,Y,Y,1.0,5,1.0,2011.5,0.0,417.50475,39.301,-4.42475,0.0,1614.7717499999999,17.872100000000003,106.465,117.90325,428.45925,428.45925,22.95075,-10.672749999999999,33.75975,33.75975,2718.5685000000003,24.2775,0.0,33.75975,48.8615,199.20225,806.20325,85.955,873.15575,19.1795,19.1795,117.83775000000001,1.3900000000000001,1.3900000000000001,1.3900000000000001,0.0,0.0,-25.944000000000003,10.96025,0.0,887.70875,1234.6625,0.0,63.352500000000006,-14.486500000000001,312.22575,-110.09575000000001,289.7695,1614.7717499999999,1186.3125,0.0,0.0,33.75975,6.856999999999999,0.0,125.36699999999999,1.665,51.159,0.0,2031.12175,0.0,0.0,320.7955,66.99275,3606.27725,428.45925,0.0,32.532500000000006,-1.8882499999999998,0.0,428.45925,0.0,127.73525000000001,78.67425,62.76350000000001,3402.4845,683.9159999999999,-1.19,94.98775,1.2909944487358056,0.0,19.694064611366183,37.688943046999874,8.057810884477247,0.0,60.66831565364255,0.8072301158901346,19.572302419490658,41.995484157029715,21.461235384991245,21.461235384991245,23.806059373963315,24.62464513957511,9.899824792220652,9.899824792220652,121.24020312448616,0.282175477318636,0.0,9.899824792220652,31.528674277023875,269.9749059466762,70.278226041807,8.060111289554257,55.574726638254056,7.510482918339316,7.510482918339316,5.508863668368156,0.40108187027920705,0.40108187027920705,0.40108187027920705,0.0,0.0,31.88306664464174,21.60395552323694,0.0,36.4786093153691,69.13663268485094,0.0,2.498346719999712,10.890975514923658,21.251424820860052,37.370722206695454,27.13054865522136,60.66831565364255,58.48377591834052,0.0,0.0,9.899824792220652,1.3970905482466052,0.0,20.457179456937194,0.28641461787648564,18.025704609436676,0.0,109.66233165608888,0.0,0.0,20.759033832687553,8.965911233667214,157.37632312893655,21.461235384991245,0.0,10.70324220349454,1.9592169141436753,0.0,21.461235384991245,0.0,38.01869951637834,10.229210245664135,2.7702457773032836,144.50548189255673,23.439169396546532,2.38,8.726938194464314,2.0,25.026000000000536,9.0,15.636000000000562,5.0
12978,KRFT,USD,Y,Y,1.0,5,1.0,2011.5,-376.75,4077.5,199.75,-465.25,0.0,22403.5,7.3628,4337.0,461.5,10599.25,-3307.0,735.75,421.0,2378.5,2431.75,11704.25,590.25,0.0,2017.75,6.25,7.5,5000.0,384.75,3867.5,381.0,381.0,3434.0,4.085,3.39,4.115,0.0,0.0,-2218.0,-218.5,11376.25,6582.75,15599.25,13906.25,162.75,4.5,1815.0,500.25,2988.5,22403.5,11804.25,0.0,0.0,2431.75,-12.25,0.0,2142.5,3.615,3127.25,-202.475,8087.5,0.0,0.0,58.0,1059.0,18287.0,10599.25,0.0,1812.35,0.0,27.5,10599.25,7.75,1089.0,951.0,181.5,14468.25,2764.0,-239.75,2191.75,1.2909944487358056,146.29735700506237,910.6775865621526,184.71126116184686,726.2733071417857,0.0,967.3022623082547,1.8905206901803537,137.17871555019022,66.89544080129825,7214.3854612387695,7165.651587027287,866.470378412711,592.1221720782515,997.5758951912716,868.646216822476,658.3258438392546,2.8722813232690143,0.0,468.97148100924005,2.0615528128088303,2.3804761428476167,5740.018060366477,33.240286801811244,240.12843785496682,581.6516712489242,581.6516712489242,965.9223571281493,1.4681848203365497,0.7708004497490472,1.4786818454285562,0.0,0.0,1328.8614174046393,743.6686089919353,86.76548853086676,476.08288844135814,1597.5383928615506,115.56924331326206,222.61981792583813,172.15012827955334,153.3166657607711,1833.199457233173,610.9956355545158,967.3022623082547,8180.533371975204,0.0,0.0,868.646216822476,10.1447851956888,0.0,967.18302301064,0.8379538571226144,688.8417210554735,380.67309794625623,253.68812874603861,0.0,0.0,1023.8906191581208,121.27929199441537,361.5466774843879,7214.3854612387695,0.0,145.0684148944904,0.0,46.14108798023731,7214.3854612387695,14.198004554631376,344.91061644045305,199.2837173479058,226.83106783095946,1079.7939232402946,498.21882742425544,277.29692268998105,749.1263244607014,2.0,468.24,8.0,12.239999999999995,3.0
13163,PARL,USD,Y,Y,1.0,5,1.0,2009.5,0.0,103.6835,3.1495,2.7784999999999993,0.0,113.519,4.89095,106.286,1.4705,100.7655,96.34100000000001,19.045,7.2115,-6.7585,-6.7585,82.24350000000001,20.414,0.0,-6.7585,0.0,0.0,0.0,2.591,7.58,0.0,0.0,-9.668000000000001,-0.33499999999999996,-0.33499999999999996,-0.33499999999999996,0.0,0.0,0.01050000000000001,8.2175,0.0,53.310500000000005,100.7655,4.4245,0.46399999999999997,8.693,39.609500000000004,-1.5234999999999999,12.753499999999999,113.519,12.753499999999999,0.0,0.0,-6.7585,0.0465,0.0,8.724499999999999,-0.30500000000000005,-10.9355,0.0,9.8415,0.0,0.0,29.45,23.143,135.554,100.7655,0.0,-6.7585,0.0,0.28,100.7655,35.273,90.93,3.4255,0.46399999999999997,142.63099999999997,60.3875,0.0,-4.177,0.7071067811865476,0.0,0.4391133111168526,0.67387276247078,7.554021743415887,0.0,1.1497556262093296,0.0236880771697494,0.4850752518939615,0.7162991693419726,1.3654231944712314,1.6899852070358439,2.073237082438955,6.05212694017566,11.314415605765946,11.314415605765946,24.145575257177047,0.11879393923934072,0.0,11.314415605765946,0.0,0.0,0.0,0.39880822458921283,0.8584276323604699,0.0,0.0,17.169966860771748,0.5586143571373725,0.5586143571373725,0.5586143571373725,0.0,0.0,0.5225519112968586,9.299161279384286,0.0,6.400023476519446,1.3654231944712314,0.3245620125646251,0.21354624791833737,7.065410957615983,3.162888632247426,0.7191275964667189,2.515178820680549,1.1497556262093296,2.515178820680549,0.0,0.0,11.314415605765946,0.0417193000900063,0.0,7.293806447939237,0.5161879502661797,18.116782840780534,0.0,0.26799347006970187,0.0,0.0,0.8782266222336902,2.456488957842065,17.7455517806576,1.3654231944712314,0.0,11.314415605765946,0.0,0.1414213562373095,1.3654231944712314,0.0,2.9542921317973785,1.5379572490807407,0.21354624791833737,34.51671041684012,10.371135159663101,0.0,6.802367235014587,,,,,
13245,3HJOE,USD,Y,Y,1.0,5,4.0,2011.5,0.03450000000000001,0.6627500000000001,0.003,-0.366,-0.05375,1.5899999999999999,-0.0151,3.2169999999999996,0.03950000000000001,-1.30975,-1.6852500000000001,0.21125,-0.0735,-2.5284999999999997,-2.597,0.77925,69.37049999999999,0.88425,-2.57875,0.206,0.0,0.27699999999999997,0.043,0.07433333333333333,0.0,0.0,-1.9144999999999999,-0.057499999999999996,-0.057499999999999996,-0.057499999999999996,0.0,0.0,1.3244999999999998,1.0037500000000001,0.0,0.56725,-0.27025000000000005,0.3755,0.03075,0.01175,0.027500000000000004,0.025,1.6544999999999999,1.5899999999999999,2.13725,-0.01825,0.03450000000000001,-2.57875,-0.0007500000000000007,0.206,-1.423,-0.045,-2.597,0.0,0.25066666666666665,0.0,0.78425,-4.604,0.14875,1.3464999999999998,-0.5255000000000001,0.042,-1.8780000000000001,-0.01,1.068,-0.54725,0.0,-0.9917499999999999,0.506,0.11275000000000002,3.218,2.43875,0.07875,0.0,1.2909944487358056,0.17285157409369079,0.7106693441162822,0.0034641016151377548,0.43794824656192727,0.1075,1.8124070550881588,0.01995444812566862,2.53446759695207,0.06918814927427965,1.2526327940249158,0.680529389519659,0.24951202375837517,0.08093824806604107,0.4377583046994463,0.6102677008220793,0.3867750207377238,45.712039701447004,0.8492009479504837,0.5759435012800012,0.3497313254485506,0.0,0.4311024626853033,0.049477267507411916,0.06782575715267271,0.0,0.0,0.3366051098839706,0.04349329450233296,0.04349329450233296,0.04349329450233296,0.0,0.0,0.7489376921124123,0.45451100096697344,0.0,0.49987223367576644,2.122360694289891,0.7423586285167926,0.02840627864868376,0.06917309207102619,0.0391279950930277,0.028011902232205985,0.733043200182181,1.8124070550881588,0.37279250260701335,0.0365,0.17285157409369079,0.5759435012800012,0.23719383775019673,0.3497313254485506,0.827181157103247,0.033166247903554005,0.6102677008220793,0.0,0.22943481281909536,0.0,0.7353064553866867,1.997753905431464,0.1528645914963087,0.8468256412430284,1.9181259082760964,0.06084406298070503,0.4549410218185796,0.012,0.7545607994058531,1.9085183389215834,0.0,1.3248842402262921,0.35458614374131053,0.15616737815561868,1.0401916490083292,0.741521577568718,0.1575,0.0,1.0,0.653,1.0,0.0,0.0
13288,RCPI,USD,Y,Y,1.0,5,1.0,2011.5,0.0,17.267750000000003,0.50775,-0.43975,0.0,20.0595,0.08549999999999999,231.80399999999997,0.26849999999999996,13.003250000000001,12.448749999999999,12.595749999999999,-2.09075,-30.489000000000004,-30.489000000000004,3.2889999999999997,141.76774999999998,0.0,-29.3995,1.2610000000000001,1.55125,1.8947499999999997,0.33125,2.72925,0.0,0.0,-28.829,-0.21750000000000003,-0.21000000000000002,-0.21750000000000003,0.0,0.0,20.690749999999998,8.635,0.0,1.1827500000000002,14.898,0.5545,0.1875,-1.19525,3.65525,-0.35375,5.1615,20.0595,7.0562499999999995,0.0,0.0,-30.489000000000004,-0.45825,0.0,-22.42775,-0.20750000000000002,-29.3995,0.0,4.2925,0.0,0.0,-218.816,0.06625,4.47175,13.003250000000001,0.0015,-30.4195,0.174,22.242,13.003250000000001,0.0,12.106250000000001,1.42275,0.18749999999999997,32.9695,29.6805,0.0,0.0055,1.2909944487358056,0.0,8.661138007406032,0.17957797749167356,0.46879304246828,0.0,8.806419495648235,0.04669496760894048,40.44714736541999,0.48177345990274995,8.131703731896124,8.128669115133997,8.018348182969689,13.324409864980888,6.452849138171448,6.452849138171448,1.2018871272572424,21.068873824910526,0.0,8.511896478850447,1.4520387965432149,1.0852801097719738,2.417504963800488,0.02269177530883528,2.575399564468913,0.0,0.0,8.002284798730921,0.05560275772537427,0.06831300510639733,0.05560275772537427,0.0,0.0,10.614251029472907,7.214669685208512,0.0,2.8452884300190022,7.61482295701395,0.0653120713702044,0.1649211933015281,2.131390840898653,0.9496667397917369,0.7484853037969416,1.280268851973418,8.806419495648235,2.346639068256272,0.0,0.0,6.452849138171448,0.8955923086613312,0.0,3.948192698353681,0.05188127472091127,8.511896478850447,0.0,3.4031828729391944,0.0,0.0,39.39235774444921,0.02302715787933891,3.8956049059591935,8.131703731896124,0.003,6.899228821638935,0.34467472588901354,11.27942093667342,8.131703731896124,0.0,7.4676964933416174,1.0476931405075947,0.1693605621152693,9.587391772531257,8.594444116210582,0.0,0.006403124237432847,2.0,1.7099999999999997,3.0,1.377,1.0
13323,SAFM,USD,Y,Y,1.0,5,1.0,2011.5,0.0,402.86400000000003,4.193,17.207,0.0,902.80975,26.29495,134.12924999999998,77.89574999999999,593.5717500000001,593.5717500000001,49.464749999999995,19.34225,48.076,48.076,2009.23725,22.0995,0.0,45.85424999999999,8.4275,86.65825000000001,128.84275,54.57375,465.101,15.3585,15.3585,96.13749999999999,2.09,2.09,2.09,0.0,0.0,-11.010249999999992,6.705500000000001,0.0,233.91649999999998,722.4145,0.0,6.7925,-16.3335,201.70225,-77.79575,129.40025,902.80975,309.238,0.0,0.0,48.076,0.8380000000000001,0.0,108.14825,2.54,74.9245,0.0,960.85375,0.0,0.0,436.86975000000007,121.61725,2243.15375,593.5717500000001,0.0,45.85424999999999,0.0,28.596249999999998,593.5717500000001,0.0,273.46375,46.27175,6.77725,2092.4425,83.20524999999999,0.0,73.2435,1.2909944487358056,0.0,42.373538212741536,1.2391795672944257,83.71330387698242,0.0,46.01047089069329,3.4021411302296096,6.396289933755861,44.98980455892202,77.91217534880752,77.91217534880752,35.68350407284389,58.48278969278056,122.54325093614906,122.54325093614906,312.87627408117197,0.3307027870056959,0.0,120.84420100657155,4.922125726418076,78.67822316403695,109.20254263637821,8.147353982531177,67.99924344186972,0.9833570053647882,0.9833570053647882,159.21372809424025,5.480419691957907,5.480419691957907,5.480419691957907,0.0,0.0,164.85402886467978,7.646960463696235,0.0,169.6149829810641,38.91720759509865,0.0,1.9686573258611226,39.91866213940543,34.796612281226466,45.03772020854667,24.69745150651514,46.01047089069329,107.86734864947162,0.0,0.0,122.54325093614906,1.0915698175868855,0.0,210.34639445190564,4.665976139387484,187.76740109419066,0.0,64.58481981794685,0.0,0.0,75.8849670987827,41.17465121791156,358.27479310288726,77.91217534880752,0.0,120.84420100657155,0.0,57.369838645842464,77.91217534880752,0.0,36.40081576352376,9.92622651951217,1.8950828258064782,316.5645888235133,11.459163971104825,0.0,61.283187626515215,1.0,59.3,1.0,0.0,0.0
13456,GVHIB,USD,Y,Y,1.0,5,4.0,2011.5,0.0,0.10400000000000001,0.0,0.019999999999999997,-0.004,0.14750000000000002,0.00105,2.138,0.0,0.109,0.0655,0.0155,0.004,-1.3074999999999999,-1.3074999999999999,0.006999999999999999,69.3845,0.0,-1.3074999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.85,-0.03,-0.03,-0.03,0.0,0.0,0.1995,1.0755,0.0435,0.0025,0.109,0.0435,0.0,0.005,0.0015,0.004,0.038500000000000006,0.14750000000000002,0.038500000000000006,0.0,0.0,-1.3074999999999999,0.0,0.0,-0.1995,-0.035,-1.3074999999999999,0.0,0.0,0.0,0.0,-1.59,0.0045000000000000005,0.0095,0.109,0.0,-1.3074999999999999,0.0,0.192,0.109,0.5425,0.0655,0.0,0.0,1.8595,1.8525,0.0,0.0,0.7071067811865476,0.0,0.12586500705120546,0.0,0.029698484809834995,0.00565685424949238,0.1873832970144351,0.001909188309203678,2.358908222038323,0.0,0.18526197667087546,0.12374368670764582,0.0007071067811865482,0.004242640687119285,1.0726809870599925,1.0726809870599925,0.009899494936611665,75.94256119265403,0.0,1.0726809870599925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8398918446473969,0.01414213562373095,0.01414213562373095,0.01414213562373095,0.0,0.0,0.26092240225783603,0.8138799051457163,0.06151828996322963,0.0035355339059327377,0.18526197667087546,0.06151828996322963,0.0,0.007071067811865475,0.0021213203435596424,0.00565685424949238,0.0021213203435596372,0.1873832970144351,0.0021213203435596372,0.0,0.0,1.0726809870599925,0.0,0.0,0.2708218971944477,0.007071067811865479,1.0726809870599925,0.0,0.0,0.0,0.0,1.4608826099314072,0.006363961030678929,0.013435028842544402,0.18526197667087546,0.0,1.0726809870599925,0.0,0.27152900397563423,0.18526197667087546,0.767210857587404,0.12374368670764582,0.0,0.0,1.853326873489941,1.8434273785533295,0.0,0.0,,,,,
13540,WWAV,USD,Y,Y,1.0,5,4.0,2011.5,-24.15433333333333,404.2703333333333,17.350333333333335,0.9103333333333333,0.0,2186.6266666666666,5.040100000000001,821.9224999999999,120.485,960.7713333333332,-180.37333333333333,89.15500000000002,9.097666666666667,107.029,101.61966666666666,1412.4003333333333,173.04033333333334,0.0,113.71999999999998,10.0,868.7353333333334,623.1236666666667,74.74966666666667,386.74033333333335,0.0,0.0,181.93500000000003,0.6133333333333333,0.6533333333333333,0.6166666666666667,0.0,0.0,-125.65233333333333,22.086333333333332,766.7550000000001,899.5883333333335,1585.4840000000002,1141.1446666666666,15.750333333333332,-14.987,144.21033333333332,-85.95466666666668,315.39733333333334,2186.6266666666666,1224.2663333333333,-5.090333333333334,0.0,106.71,5.583333333333333,0.0,220.6743333333333,0.6966666666666667,159.67633333333333,0.143,1010.6016666666668,0.0,0.0,49.542500000000004,127.81366666666668,2311.9886666666666,960.7713333333332,0.0,113.863,,122.94600000000001,962.3603333333334,0.0,88.873,92.52499999999999,17.033333333333335,2055.304,642.9036666666667,-18.11575,217.1005,1.2909944487358056,14.279280665822537,45.21767907946332,4.991898469854263,4.8878729866203905,0.0,88.72644777254025,0.7110665791611921,41.14583649046403,15.407538284878608,175.48245261658874,177.2347554977108,17.255002868733463,32.07982877655885,24.26651068860128,12.268954206994719,139.71476350169064,0.06985938257192958,0.0,16.06628709440982,8.660254037844387,637.730163584359,156.14095292502003,6.965932840139456,57.38699349446122,0.0,0.0,7.23025359167989,0.04041451884327382,0.09073771725877472,0.045092497528229,0.0,0.0,43.056515445787454,11.694243982974418,5.10489304491294,97.94135954913693,30.903087531830803,6.3914009679673915,0.7098269742221208,6.082105474258072,15.719285522355442,43.75644291225389,74.83124562195482,88.72644777254025,224.0411538653855,9.944944963816207,0.0,7.350477603530265,0.8347875977356956,0.0,31.011832150541093,0.06027713773341705,14.315617148182373,0.07518643494673756,93.5338272302237,0.0,0.0,83.64295403977553,17.302827524232377,237.10370740318123,175.48245261658874,0.0,16.112338657066523,,211.82561183199732,177.8667896666867,0.0,41.53755442969651,18.821415223090955,1.6987013667308724,223.183730350131,84.33373166967846,16.78659759798473,145.27741301041945,2.0,66.502,2.0,-0.19999999999999996,0.0
13550,NNUTU,USD,Y,Y,1.0,5,1.0,2011.5,-0.18599999999999997,7.12025,0.10025,-0.141,0.05,56.56675,5.506325,,0.34500000000000003,41.2975,40.761,0.31025,-0.2595,-1.198,-1.236,12.40475,7.5,0.0,-1.236,4.525,1.15,7.35,2.45625,47.117999999999995,0.0375,0.0375,-0.76475,-0.1675,-0.1675,-0.1675,0.0,0.0,-0.28300000000000003,0.3005,0.0,4.36975,48.647499999999994,0.5365,0.6110000000000001,-1.1247500000000001,1.68175,-0.11700000000000002,6.3625,56.56675,15.26925,0.0,0.0,-1.236,0.08,3.475,0.14050000000000007,-0.1875,-1.1632500000000001,-0.0014999999999999996,95.92775,0.0,0.0,,4.732750000000001,16.7745,41.2975,0.0,-1.45125,-0.02125,0.0,41.2975,0.0,0.75775,0.97225,0.6110000000000001,15.083,2.6782500000000002,-0.18599999999999997,1.1559999999999997,1.2909944487358056,0.19323560748474905,1.7481631073787136,0.08170832270950126,0.2621767851406121,0.1,1.4386063568606946,0.24330097102149043,,0.1962702218880898,1.824636310793649,1.7996990489153097,0.14838098485542772,0.5426370794555049,1.5890053492672707,1.8551936107407587,1.390849230985636,0.0,0.0,1.8551936107407587,1.660070279636779,0.19999999999999993,1.3555441711725957,0.15844531128015943,3.0183743969229546,0.075,0.075,1.8232270611930557,0.2455436145915154,0.2455436145915154,0.2455436145915154,0.0,0.0,1.7522741414135707,0.2937226583020111,0.0,1.5962684350279768,3.0018656976398312,0.04232020793899765,0.17213754190569044,1.4904065161335458,2.044299615190168,0.6221720019415853,1.8133895518246113,1.4386063568606946,0.9803126627085195,0.0,0.0,1.8551936107407587,0.06763135367564367,1.660070279636779,2.2879155724516296,0.22852789764052878,1.8862686933025565,0.02353012253828413,0.4182004104891928,0.0,0.0,,0.8500460281655342,2.791429562070303,1.824636310793649,0.0,1.6805650587426442,0.0425,0.0,1.824636310793649,0.0,1.1541017791627681,0.2318122444278271,0.17213754190569044,1.6270828702517488,1.1757350537713276,0.19323560748474905,0.04345879274285788,1.0,0.04100000000000095,1.0,-0.05299999999999905,0.0
13765,NAII,USD,Y,Y,1.0,5,1.0,2011.5,-0.27775,30.16375,1.56075,-0.19024999999999997,0.0,42.782250000000005,5.235625,19.436999999999998,2.0325,36.57375,36.57375,13.795749999999998,3.1754999999999995,3.769,3.7352500000000006,48.856,7.00975,0.0,3.6782500000000002,0.0,0.31675000000000003,0.0,3.156,31.45525,0.0,0.0,3.56875,0.5275,0.52,0.5325,0.0,0.0,-0.7094999999999999,0.43225,0.0,15.4075,36.57375,0.0,0.04125000000000001,-0.17875000000000002,8.04975,-1.70875,5.58925,42.782250000000005,6.208500000000001,0.0,0.0,3.7352500000000006,-0.004500000000000004,0.0,5.593749999999999,0.28750000000000003,3.41025,0.013,42.513000000000005,0.0,0.0,18.86125,6.205500000000001,64.2635,36.57375,0.0,3.6912499999999997,0.0032500000000000003,0.02875,36.57375,1.7967499999999998,24.5745,2.2464999999999997,0.07275,57.53875,8.68275,-0.27775,-0.009750000000000036,1.2909944487358056,0.252699261310093,5.847399500347712,0.9144748492987655,0.4418516908043542,0.0,5.198377591454214,0.7105671273708065,0.20192242734938387,0.43614791069085723,4.538581744333799,4.538581744333799,3.6150219340044574,3.37041782770821,1.8525969160433506,1.510520743540673,5.236716146594164,0.10976755744147146,0.0,1.4772606123046355,0.0,0.6335000000000001,0.0,0.1572344321917648,2.084507995507173,0.0,0.0,1.8686480629945632,0.20694202086574884,0.2024845673131659,0.21093047827819164,0.0,0.0,0.35033365049145176,0.13763811245436344,0.0,2.0784308985386075,4.538581744333799,0.0,0.05193826463536622,1.9006271552656855,1.5260461712106446,0.396377240348972,1.0012709839665452,5.198377591454214,0.8181183695937073,0.0,0.0,1.510520743540673,0.11810870698922524,0.0,3.1951503224939715,0.2901005572785639,1.9305062159962092,0.03486163124888641,0.5508750614552554,0.0,0.0,4.939058572575682,2.45599979641693,7.00739839978671,4.538581744333799,0.0,1.4580039723311227,0.008808140174482542,0.021187653637594388,4.538581744333799,0.6526287229351772,4.977958718189618,0.2675350444334349,0.042664387959983674,5.473038849670263,0.9166018310404291,0.252699261310093,2.0739624514440953,1.0,0.2049999999999983,1.0,0.0,0.0
