,gvkey,fyear,datafmt,tic,conm,at,capx,cogs,cshfd,cshpri,dltt,dp,epsfi,epsfx,epspi,epspx,ib,ibmii,mii,ni,nopi,pi,ppent,reuna,sale,seq,teq,txt,wcap,xido,xint,xsga,cshtr_c,at,adjex_f
1029,24887,2012,SUMM_STD,CHFR,CHINA FRUITS CORP,6.125,0.489,2.901,49.951,49.951,0.5,0.164,0,0,0,0,-0.088,-0.088,0,-0.088,1.086,-0.088,3.257,-1.999,3.551,2.243,2.243,0,-0.926,0,0.144,1.516,591736,6.125,1
1030,24887,2012,STD,CHFR,CHINA FRUITS CORP,6.246,1.039,2.845,49.951,49.951,0.22,0.209,0,0,0,0,0.128,0.128,0,0.128,1.24,0.128,3.644,-1.782,3.709,2.491,2.491,0,-0.63,0,0.144,1.479,591736,6.246,1
1031,24887,2013,SUMM_STD,CHFR,CHINA FRUITS CORP,12.053,0.382,6.966,49.951,49.951,0,0.321,0,0,0,0,0.167,0.167,0,0.167,0.428,0.266,3.371,-1.832,9.37,2.494,2.494,0.099,-1.238,0,0.131,2.114,5016453,12.053,1
1032,24887,2013,STD,CHFR,CHINA FRUITS CORP,12.053,0.382,6.966,49.951,49.951,0,0.321,0,0,0,0,0.167,0.167,0,0.167,0.428,0.266,3.371,-1.832,9.37,2.494,2.494,0.099,-1.238,0,0.131,2.114,5016453,12.053,1
1033,24893,2010,SUMM_STD,WFM,WHOLE FOODS MARKET INC,3986.54,256.793,5604.419,332.5,332.5,508.288,265.1,0.72,0.72,0.72,0.72,245.833,245.833,,245.833,4.354,411.781,1886.13,598.57,9005.794,2373.258,2373.258,165.948,413.647,0,33.048,2695.8,672404997,3986.54,2
1034,24893,2010,STD,WFM,WHOLE FOODS MARKET INC,3986.54,256.793,5605.293,171.71,166.244,508.288,265.1,1.43,1.43,1.45,1.45,245.833,245.833,,245.833,10.654,411.781,1886.13,598.57,9005.794,2373.258,2373.258,165.948,413.647,0,36.848,2694.926,672404997,3986.54,2
1035,24893,2011,SUMM_STD,WFM,WHOLE FOODS MARKET INC,4292.075,364.964,6296.838,354.6,350.5,17.439,274.4,0.97,0.97,0.98,0.98,342.612,342.612,,342.612,7.974,551.712,1997.212,870.497,10107.787,2991.305,2991.305,209.1,573.783,0,3.882,2988.929,487069762,4292.075,2
1036,24893,2011,STD,WFM,WHOLE FOODS MARKET INC,4292.075,364.964,6296.838,177.279,175.221,17.439,274.4,1.93,1.93,1.96,1.96,342.612,342.612,,342.612,10.574,551.712,1997.212,870.497,10107.787,2991.305,2991.305,209.1,573.783,0,6.482,2988.929,487069762,4292.075,2
1037,24893,2012,SUMM_STD,WFM,WHOLE FOODS MARKET INC,5294.216,456.249,7246.254,368.9,364.8,23.11,296.8,1.26,1.26,1.28,1.28,465.573,465.573,,465.573,8.892,752.044,2192.683,1233.433,11698.828,3802.469,3802.469,286.471,1125.443,0,0.354,3412.268,410182701,5294.216,2
1038,24893,2012,STD,WFM,WHOLE FOODS MARKET INC,5294.216,456.249,7246.254,184.444,182.401,23.11,296.8,2.52,2.52,2.55,2.55,465.573,465.573,,465.573,8.892,752.044,2192.683,1233.433,11698.828,3802.469,3802.469,286.471,1125.443,0,0.354,3412.268,410182701,5294.216,2
1039,24893,2013,SUMM_STD,WFM,WHOLE FOODS MARKET INC,5538,537,7964,374.5,371.2,26,324,1.47,1.47,1.48,1.48,551,551,,551,11,894,2428,1265,12917,3878,3878,343,892,0,0,3746,833790440,5538,1
1040,24893,2013,STD,WFM,WHOLE FOODS MARKET INC,5538,537,7959,374.5,371.2,26,329,1.47,1.47,1.48,1.48,551,551,,551,11,894,2428,1265,12917,3878,3878,343,892,0,0,3746,833790440,5538,1
1041,25027,2010,SUMM_STD,LFVN,LIFEVANTAGE CORP,6.227,0.006,1.906,57.373,57.373,0.121,0.255,-0.19,-0.19,-0.19,-0.19,-11.048,-11.048,0,-11.048,,-11.048,0.196,-37.661,11.478,-16.175,-16.175,0,-2.104,0,,16.639,34516278,6.227,1
1042,25027,2010,STD,LFVN,LIFEVANTAGE CORP,6.227,0.006,1.906,57.373,57.373,0.121,0.255,-0.19,-0.19,-0.19,-0.19,-11.048,-11.048,0,-11.048,3.102,-11.048,0.196,-37.661,11.478,-16.175,-16.175,0,-2.104,0,6.828,16.639,34516278,6.227,1
1043,25027,2011,SUMM_STD,LFVN,LIFEVANTAGE CORP,12.499,0.122,5.917,73.173,73.173,0,0.215,-0.69,-0.69,-0.69,-0.69,-50.792,-50.792,0,-50.792,-48.409,-50.7,0.228,-88.453,38.919,-20.808,-20.808,0.092,-3.104,0,5.993,29.085,88880940,12.499,1
1044,25027,2011,STD,LFVN,LIFEVANTAGE CORP,12.499,0.122,5.917,73.173,73.173,0,0.215,-0.69,-0.69,-0.69,-0.69,-50.792,-50.792,0,-50.792,-48.409,-50.7,0.228,-88.453,38.919,-20.808,-20.808,0.092,-3.104,0,5.993,29.085,88880940,12.499,1
1045,25027,2012,SUMM_STD,LFVN,LIFEVANTAGE CORP,44.528,2.194,18.052,118.331,102.696,0,0.521,0.11,0.11,0.12,0.12,12.469,12.469,0,12.469,-6.777,14.672,1.997,-76.961,126.183,28.283,28.283,2.203,22.8,0,0.008,86.153,114183617,44.528,1
1046,25027,2012,STD,LFVN,LIFEVANTAGE CORP,44.528,2.194,18.052,118.331,102.696,0,0.521,0.11,0.11,0.12,0.12,12.469,12.469,0,12.469,-6.777,14.672,1.997,-76.961,126.183,28.283,28.283,2.203,22.8,0,0.008,86.153,114183617,44.528,1
1047,25027,2013,SUMM_STD,LFVN,LIFEVANTAGE CORP,55.484,5.08,31.845,122.888,112.276,0,1.659,0.06,0.06,0.07,0.07,7.608,7.608,0,7.608,-5.98,11.153,5.692,-76.476,208.178,33.945,33.945,3.545,25.375,0,0.003,157.538,139916739,55.484,1
1048,25027,2013,STD,LFVN,LIFEVANTAGE CORP,55.484,5.08,31.845,122.888,112.276,0,1.659,0.06,0.06,0.07,0.07,7.608,7.608,0,7.608,-0.912,11.153,5.692,-76.476,208.178,33.945,33.945,3.545,25.375,0,0.003,157.538,139916739,55.484,1
1049,25031,2010,SUMM_STD,GWSV,GLACIER WATER SERVICES,73.845,12.688,65.704,2.717,2.717,118.782,12.56,-0.33,-0.33,-0.33,-0.33,-0.9,-0.9,0,-0.9,0,-0.935,45.269,-36.645,100.056,-55.085,-55.085,-0.035,-0.063,0,8.578,14.149,105446,73.845,1
1050,25031,2010,STD,GWSV,GLACIER WATER SERVICES,73.845,12.688,65.704,2.717,2.717,118.782,12.56,-0.33,-0.33,-0.33,-0.33,-0.9,-0.9,0,-0.9,0,-0.935,45.269,-36.645,100.056,-55.085,-55.085,-0.035,-0.063,0,8.578,14.149,105446,73.845,1
1051,25031,2011,SUMM_STD,GWSV,GLACIER WATER SERVICES,89.728,19.535,70.223,2.726,2.726,129.687,12.63,-2.15,-2.15,-2.15,-2.15,-5.855,-5.855,0,-5.855,0,-5.814,53.896,-42.5,103.796,-50.502,-50.502,0.041,5.915,0,9.244,17.513,36549,89.728,1
1052,25031,2011,STD,GWSV,GLACIER WATER SERVICES,89.728,19.535,70.223,2.726,2.726,129.687,12.63,-2.15,-2.15,-2.15,-2.15,-5.855,-5.855,0,-5.855,0,-5.814,53.896,-42.5,103.796,-50.502,-50.502,0.041,5.915,0,9.244,17.513,36549,89.728,1
1055,25536,2010,SUMM_STD,CENTA,CENTRAL GARDEN & PET CO,1130.884,24.19,979.613,65.091,64.272,400.106,28.869,0.7,0.7,0.71,0.71,45.833,47.796,1.963,45.833,-14.662,75.906,165.281,45.319,1523.648,530.696,532.143,28.11,433.705,0,30.506,394.092,59818819,1130.884,1
1056,25536,2010,STD,CENTA,CENTRAL GARDEN & PET CO,1130.884,24.19,979.613,65.091,64.272,400.106,28.869,0.7,0.7,0.71,0.71,45.833,47.796,1.963,45.833,0.538,75.906,165.281,45.319,1523.648,530.696,532.143,28.11,433.705,0,30.506,394.092,59818819,1130.884,1
1057,25536,2011,SUMM_STD,CENTA,CENTRAL GARDEN & PET CO,1093.003,31.563,1106.167,56.645,56.217,435.33,28.566,0.5,0.5,0.5,0.5,28.323,28.382,0.059,28.323,0.746,47.977,176.402,59.045,1628.652,456.776,456.782,19.595,410.655,0,37.944,408.744,56788055,1093.003,1
1058,25536,2011,STD,CENTA,CENTRAL GARDEN & PET CO,1093.003,31.563,1106.167,56.645,56.217,435.33,28.566,0.5,0.5,0.5,0.5,28.323,28.382,0.059,28.323,0.846,47.977,176.402,59.045,1628.652,456.776,456.782,19.595,410.655,0,37.944,408.744,56788055,1093.003,1
1059,25536,2012,SUMM_STD,CENTA,CENTRAL GARDEN & PET CO,1149.547,39.592,1155.43,48.374,47.622,449.483,30.425,0.44,0.44,0.44,0.44,21.173,22.113,0.94,21.173,-11.277,34.929,191.163,79.718,1700.013,463.937,464.883,12.816,445.299,0,40.315,427.637,48718193,1149.547,1
1060,25536,2012,STD,CENTA,CENTRAL GARDEN & PET CO,1149.547,39.592,1155.43,48.374,47.622,449.483,30.425,0.44,0.44,0.44,0.44,21.173,22.113,0.94,21.173,0.823,34.929,191.163,79.718,1700.013,463.937,464.883,12.816,445.299,0,40.315,427.637,48718193,1149.547,1
1061,25536,2013,SUMM_STD,CENTA,CENTRAL GARDEN & PET CO,1161.16,25.172,1156.763,48.094,48.094,472.445,32.968,-0.04,-0.04,-0.04,-0.04,-1.929,-0.9,1.029,-1.929,-8.244,-3.492,188.913,77.592,1653.633,468.678,470.024,-2.592,490.325,0,43.112,416.038,49880828,1161.16,1
1062,25536,2013,STD,CENTA,CENTRAL GARDEN & PET CO,1161.16,25.172,1156.763,48.094,48.094,472.445,32.968,-0.04,-0.04,-0.04,-0.04,-1.929,-0.9,1.029,-1.929,-0.535,-3.492,188.913,77.592,1653.633,468.678,470.024,-2.592,490.325,0,43.112,416.038,49880828,1161.16,1
1063,25731,2010,SUMM_STD,CRVP,CRYSTAL ROCK HOLDINGS INC,60.857,3.199,27.089,21.477,21.477,25.179,4.792,0.2,0.2,0.2,0.2,4.256,4.256,0,4.256,3.42,7.166,9.111,-36.743,67.781,20.393,20.393,2.91,8.425,0,2.45,29.704,3323441,60.857,1
1064,25731,2010,STD,CRVP,CRYSTAL ROCK HOLDINGS INC,60.857,3.199,27.089,21.477,21.477,25.179,4.792,0.2,0.2,0.2,0.2,4.256,4.256,0,4.256,-0.08,7.166,9.111,-36.743,67.781,20.393,20.393,2.91,8.425,0,2.45,29.704,3323441,60.857,1
1065,25731,2011,SUMM_STD,CRVP,CRYSTAL ROCK HOLDINGS INC,60.684,2.578,30.771,21.389,21.389,22.465,4.669,0.07,0.07,0.07,0.07,1.486,1.486,0,1.486,-0.35,2.255,8.174,-35.258,71.61,22.11,22.11,0.769,8.64,0,2.247,31.318,26401957,60.684,1
1066,25731,2011,STD,CRVP,CRYSTAL ROCK HOLDINGS INC,60.684,2.578,30.771,21.389,21.389,22.465,4.669,0.07,0.07,0.07,0.07,1.486,1.486,0,1.486,-0.054,2.255,8.174,-35.258,71.61,22.11,22.11,0.769,8.64,0,2.247,31.318,26401957,60.684,1
1067,25731,2012,SUMM_STD,CRVP,CRYSTAL ROCK HOLDINGS INC,38.096,3.308,31.113,21.384,21.384,18.751,4.344,-0.86,-0.86,-0.86,-0.86,-18.478,-18.478,0,-18.478,-19.918,-18.821,8.128,-53.735,71.122,3.794,3.794,-0.343,6.903,0,2.181,32.387,3285789,38.096,1
1068,25731,2012,STD,CRVP,CRYSTAL ROCK HOLDINGS INC,38.096,3.308,31.113,21.384,21.384,18.751,4.344,-0.86,-0.86,-0.86,-0.86,-18.478,-18.478,0,-18.478,0.066,-18.821,8.128,-53.735,71.122,3.794,3.794,-0.343,6.903,0,2.181,32.387,3285789,38.096,1
1069,25731,2013,SUMM_STD,CRVP,CRYSTAL ROCK HOLDINGS INC,38.273,2.239,31.242,21.372,21.372,18.512,4.023,0.03,0.03,0.03,0.03,0.571,0.571,0,0.571,0.004,0.917,7.445,-53.164,70.981,4.399,4.399,0.346,6.725,0,1.867,32.936,2067599,38.273,1
1070,25731,2013,STD,CRVP,CRYSTAL ROCK HOLDINGS INC,38.273,2.238,31.242,21.372,21.372,18.512,4.023,0.03,0.03,0.03,0.03,0.571,0.571,0,0.571,0.026,0.917,7.445,-53.164,70.981,4.399,4.399,0.346,6.724,0,1.867,32.936,2067599,38.273,1
1075,25849,2010,SUMM_STD,GCEH,GLOBAL CLEAN ENERGY HOLDINGS,11.015,2.139,0.146,261.721,261.721,3.46,0.244,0,0,0,0,-0.656,-2.088,-1.432,-0.625,0.601,-2.088,8.104,-26.933,0.849,-3.085,1.157,0,-2.428,0.031,0.488,2.66,85284488,11.015,1
1076,25849,2010,STD,GCEH,GLOBAL CLEAN ENERGY HOLDINGS,11.015,2.139,0.146,261.721,261.721,3.46,0.244,0,0,0,0,-0.656,-2.088,-1.432,-0.625,0.601,-2.088,8.104,-26.933,0.849,-3.085,1.157,0,-5.034,0.031,0.488,2.66,85284488,11.015,1
1077,25849,2011,SUMM_STD,GCEH,GLOBAL CLEAN ENERGY HOLDINGS,16.099,5.315,0.182,277.121,277.121,5.708,0.273,0,0,0,0,0.272,-0.779,-1.051,0.271,1.094,-0.779,11.905,-26.663,1.277,-2.139,2.961,0,-1.726,-0.001,0.608,2.087,28054541,16.099,1
1078,25849,2011,STD,GCEH,GLOBAL CLEAN ENERGY HOLDINGS,16.099,5.315,0.182,277.121,277.121,5.708,0.273,0,0,0,0,0.272,-0.779,-1.051,0.271,1.094,-0.779,11.905,-26.663,1.277,-2.139,2.961,0,-1.726,-0.001,0.608,2.087,28054541,16.099,1
1079,25849,2012,SUMM_STD,GCEH,GLOBAL CLEAN ENERGY HOLDINGS,19.482,2.71,0.558,318.962,292.244,5.15,0.268,0,0,0,0,0.063,-3.276,-3.339,0.063,-0.66,-3.276,14.559,-26.599,1.136,-1.773,4.421,0,-1.581,0,0.857,2.069,12504910,19.482,1
1080,25849,2012,STD,GCEH,GLOBAL CLEAN ENERGY HOLDINGS,19.482,2.71,0.558,318.962,292.244,5.15,0.268,0,0,0,0,0.063,-3.276,-3.339,0.063,0.466,-3.276,14.559,-26.599,1.136,-1.773,4.421,0,-1.581,0,0.857,2.069,12504910,19.482,1
1081,27748,2010,SUMM_STD,EROX,HUMAN PHEROMONE SCIENCES INC,0.275,0,0.127,4.152,4.152,0,0.001,-0.02,-0.02,-0.02,-0.02,-0.097,-0.097,0,-0.097,0,-0.095,0,-21.137,0.806,-0.039,-0.039,0.002,-0.014,0,0,0.773,405120,0.275,1
1082,27748,2010,STD,EROX,HUMAN PHEROMONE SCIENCES INC,0.275,0,0.127,4.152,4.152,0,0.001,-0.02,-0.02,-0.02,-0.02,-0.097,-0.097,0,-0.097,0,-0.095,0,-21.137,0.806,-0.039,-0.039,0.002,-0.014,0,0,0.773,405120,0.275,1
1083,27906,2010,SUMM_STD,RELV,RELIV INTERNATIONAL INC,24.844,0.619,14.494,12.383,12.382,4.151,1.245,0.14,0.14,0.14,0.14,1.683,1.683,0,1.683,-0.061,2.825,7.945,-10.091,78.748,13.931,13.931,1.142,6.858,0,0.206,59.917,1895439,24.844,1
1084,27906,2010,STD,RELV,RELIV INTERNATIONAL INC,24.844,0.619,14.494,12.383,12.382,4.151,1.245,0.14,0.14,0.14,0.14,1.683,1.683,0,1.683,0.124,2.825,7.945,-10.091,78.748,13.931,13.931,1.142,6.858,0,0.206,59.917,1895439,24.844,1
1085,27906,2011,SUMM_STD,RELV,RELIV INTERNATIONAL INC,24.419,0.414,13.997,12.429,12.429,3.566,1.109,0.08,0.08,0.08,0.08,1.048,1.048,0,1.048,0.066,1.671,7.422,-9.541,73.88,14.486,14.486,0.623,7.302,0,0.139,57.03,2067806,24.419,1
1086,27906,2011,STD,RELV,RELIV INTERNATIONAL INC,24.419,0.414,13.997,12.429,12.429,3.566,1.109,0.08,0.08,0.08,0.08,1.048,1.048,0,1.048,0.066,1.671,7.422,-9.541,73.88,14.486,14.486,0.623,7.302,0,0.139,57.03,2067806,24.419,1
1087,27906,2012,SUMM_STD,RELV,RELIV INTERNATIONAL INC,25.259,0.525,12.732,12.654,12.5,2.401,0.954,0.11,0.11,0.11,0.11,1.359,1.359,0,1.359,0.535,2.148,7.112,-8.557,68.71,15.582,15.582,0.789,5.876,0,0.1,53.311,1695557,25.259,1
1088,27906,2012,STD,RELV,RELIV INTERNATIONAL INC,25.259,0.525,12.886,12.654,12.5,2.401,0.954,0.11,0.11,0.11,0.11,1.359,1.359,0,1.359,0.125,2.148,7.112,-8.557,68.71,15.582,15.582,0.789,5.876,0,0.1,53.157,1695557,25.259,1
1089,27906,2013,SUMM_STD,RELV,RELIV INTERNATIONAL INC,27.599,0.383,13.07,12.816,12.619,3.782,0.953,0.06,0.06,0.06,0.06,0.777,0.777,0,0.777,0.012,1.432,6.735,-8.159,68.207,16.13,16.13,0.655,6.507,0,0.082,52.682,6662641,27.599,1
1090,27906,2013,STD,RELV,RELIV INTERNATIONAL INC,27.599,0.383,13.273,12.816,12.619,3.782,0.953,0.06,0.06,0.06,0.06,0.777,0.777,0,0.777,0.012,1.432,6.735,-8.159,68.207,16.13,16.13,0.655,6.507,0,0.082,52.479,6662641,27.599,1
1091,28004,2010,SUMM_STD,8135A,REVLON CONSUMER PRODUCTS CP,1120.4,15.2,,,,1207.9,,,,,,322.9,322.9,0,324.3,-17,87.6,106.2,-1504.6,1295.8,-657.1,-657.1,-235.3,215.2,1.4,101.2,642.7,,1120.4,1
1092,28004,2010,STD,8135A,REVLON CONSUMER PRODUCTS CP,1120.4,15.2,434.4,,,1207.9,20.9,,,,,324,324,0,324.3,-4.7,88.7,106.2,-1504.6,1321.4,-657.1,-657.1,-235.3,215.2,0.3,101.2,659.3,,1120.4,1
1093,28004,2011,SUMM_STD,8135A,REVLON CONSUMER PRODUCTS CP,1206.1,13.9,457.1,,,1214,24.1,,,,,65.8,65.8,0,64,-7.8,101.2,98.9,-1440.6,1347.5,-641.6,-641.6,35.4,249,-1.8,94.8,662.5,,1206.1,1
1094,28004,2011,STD,8135A,REVLON CONSUMER PRODUCTS CP,1206.1,13.9,468.3,,,1214,24.3,,,,,63.4,63.4,0,64,-5.9,98.8,98.9,-1440.6,1381.4,-641.6,-641.6,35.4,249,0.6,94.8,687.8,,1206.1,1
1095,28004,2012,SUMM_STD,8135A,REVLON CONSUMER PRODUCTS CP,1297.7,20.9,465.3,,,1145.8,27.3,,,,,81.3,81.3,0,71.2,-27.9,126.1,99.5,-1369.4,1398,-576.7,-576.7,44.8,174.4,-10.1,88.7,662.7,,1297.7,1
1096,28004,2012,STD,8135A,REVLON CONSUMER PRODUCTS CP,1297.7,20.9,477.9,,,1145.8,27.4,,,,,70.8,70.8,0,71.2,-3.7,115.6,99.5,-1369.4,1427.7,-576.7,-576.7,44.8,174.4,0.4,88.7,690.3,,1297.7,1
1097,28004,2013,SUMM_STD,8135A,REVLON CONSUMER PRODUCTS CP,2203.8,28.6,509.4,,,1862.3,35.6,,,,,32,32,0,1.6,-39.7,80.6,195.9,-1367.8,1497.2,-516.5,-516.5,48.6,341.2,-30.4,82.1,749.8,,2203.8,1
1098,28004,2013,STD,8135A,REVLON CONSUMER PRODUCTS CP,2203.8,28.6,509.4,,,1862.3,35.6,,,,,32,32,0,1.6,-4.1,80.6,195.9,-1367.8,1497.2,-516.5,-516.5,48.6,341.2,-30.4,82.1,749.8,,2203.8,1
1099,28762,2009,SUMM_STD,SPTN,SPARTANNASH CO,753.481,50.472,1993.306,22.48,22.406,181.066,34.64,1.14,1.15,1.14,1.16,25.933,25.933,0,25.558,-6.016,42.408,247.961,128.653,2551.956,273.905,273.905,16.475,15.739,-0.375,16.394,459.192,54867008,753.481,1
1100,28762,2009,STD,SPTN,SPARTANNASH CO,753.481,50.472,1993.306,22.48,22.406,181.066,34.64,1.14,1.15,1.14,1.16,25.933,25.933,0,25.558,0.138,42.408,247.961,128.653,2551.956,273.905,273.905,16.475,15.739,-0.375,16.394,459.192,54867008,753.481,1
1101,28762,2010,SUMM_STD,SPTN,SPARTANNASH CO,751.396,33.029,1976.549,22.688,22.606,170.711,35.158,1.42,1.43,1.43,1.44,32.539,32.539,0,32.307,-0.366,52.959,241.448,156.435,2533.064,305.505,305.505,20.42,47.3,-0.232,15.173,452.859,30628626,751.396,1
1102,28762,2010,STD,SPTN,SPARTANNASH CO,751.396,33.029,1976.549,22.688,22.606,170.711,35.158,1.42,1.43,1.43,1.44,32.539,32.539,0,32.307,0.097,52.959,241.448,156.435,2533.064,305.505,305.505,20.42,47.3,-0.232,15.173,452.859,30628626,751.396,1
1103,28762,2011,STD,SPTN,SPARTANNASH CO,763.473,42.518,2078.116,22.887,22.791,133.565,36.794,1.39,1.39,1.39,1.4,31.87,31.87,0,31.758,0.11,51.556,256.776,182.267,2634.226,323.608,323.608,19.686,24.684,-0.112,15.037,451.662,29882976,763.473,1
1104,28762,2011,SUMM_STD,SPTN,SPARTANNASH CO,763.473,42.518,2078.116,22.887,22.791,133.565,36.794,1.39,1.39,1.39,1.4,31.87,31.87,0,31.758,-1.061,51.556,256.776,182.267,2634.226,323.608,323.608,19.686,24.684,-0.112,15.037,451.662,29882976,763.473,1
1105,28762,2012,SUMM_STD,SPTN,SPARTANNASH CO,789.667,42.012,2062.616,21.848,21.773,145.876,39.081,1.25,1.27,1.26,1.28,27.842,27.842,0,27.41,-6.276,43.267,272.126,202.778,2608.16,335.655,335.655,15.425,13.179,-0.432,13.41,443.51,22491548,789.667,1
1106,28762,2012,STD,SPTN,SPARTANNASH CO,789.667,42.012,2062.616,21.848,21.773,145.876,39.081,1.25,1.27,1.26,1.28,27.842,27.842,0,27.41,0.756,43.267,272.126,202.778,2608.16,335.655,335.655,15.425,13.179,-0.432,13.41,443.51,22491548,789.667,1
1107,28762,2013,SUMM_STD,SPTN,SPARTANNASH CO,1998.674,,,,,597.563,,,,,,,,,,,,651.477,197.611,,706.873,706.873,,389.77,,,,22206351,1998.674,1
1108,28762,2013,STD,SPTN,SPARTANNASH CO,1998.674,37.2,2110.35,23.71,23.618,597.563,37.082,0.03,0.05,0.03,0.05,1.229,1.229,0,0.741,0.023,2.07,651.477,197.611,2597.23,706.873,706.873,0.841,389.77,-0.488,9.219,396.785,22206351,1998.674,1
1113,28877,2010,SUMM_STD,GMCR,KEURIG GREEN MOUNTAIN INC,1370.574,126.205,886.56,137.834,131.529,335.504,44.457,0.58,0.58,0.6,0.6,79.506,79.506,0,79.506,-17.875,133.209,258.923,213.844,1356.775,699.245,699.245,53.703,257.214,0,6.594,268.08,966859934,1370.574,1
1114,28877,2010,STD,GMCR,KEURIG GREEN MOUNTAIN INC,1370.574,118.042,886.56,137.834,131.529,335.504,44.457,0.58,0.58,0.6,0.6,79.506,79.506,0,79.506,1.031,133.209,258.923,213.844,1356.775,699.245,699.245,53.703,257.214,0,6.594,268.08,966859934,1370.574,1
1115,28877,2011,SUMM_STD,GMCR,KEURIG GREEN MOUNTAIN INC,3197.887,283.444,1632.638,152.142,146.215,575.969,113.636,1.31,1.31,1.36,1.36,199.501,201.048,1.547,199.501,-44.082,302.747,579.219,411.727,2650.899,1912.215,1912.215,101.699,660.153,0,40.525,517.271,1161502053,3197.887,1
1116,28877,2011,STD,GMCR,KEURIG GREEN MOUNTAIN INC,3197.887,283.444,1632.638,152.142,146.215,575.969,113.636,1.31,1.31,1.36,1.36,199.501,201.048,1.547,199.501,-0.587,302.747,579.219,411.727,2650.899,1912.215,1912.215,101.699,660.153,0,40.525,517.271,1161502053,3197.887,1
1117,28877,2012,SUMM_STD,GMCR,KEURIG GREEN MOUNTAIN INC,3615.789,401.121,2408.152,159.076,154.934,521.778,181.647,2.28,2.28,2.34,2.34,362.628,363.5,0.872,362.628,26.359,576.141,944.296,771.2,3859.198,2261.228,2261.228,212.641,802.969,0,25.783,693.834,1652882159,3615.789,1
1118,28877,2012,STD,GMCR,KEURIG GREEN MOUNTAIN INC,3615.789,401.121,2408.152,159.076,154.934,521.778,181.647,2.28,2.28,2.34,2.34,362.628,363.5,0.872,362.628,6.717,576.141,944.296,771.2,3859.198,2261.228,2261.228,212.641,802.969,0,25.783,693.834,1652882159,3615.789,1
1119,28877,2013,SUMM_STD,GMCR,KEURIG GREEN MOUNTAIN INC,3761.548,232.78,2509.521,152.801,149.639,236.282,229.193,3.16,3.16,3.23,3.23,483.232,484.103,0.871,483.232,-4.986,740.874,985.563,1252.407,4358.1,2635.57,2635.57,256.771,924.429,0,24.277,849.249,1013703469,3761.548,1
1120,28877,2013,STD,GMCR,KEURIG GREEN MOUNTAIN INC,3761.548,232.78,2509.521,152.801,149.639,236.282,229.193,3.16,3.16,3.23,3.23,483.232,484.103,0.871,483.232,-0.076,740.874,985.563,1252.407,4358.1,2635.57,2635.57,256.771,924.429,0,24.277,849.249,1013703469,3761.548,1
1121,29028,2010,SUMM_STD,COST,COSTCO WHOLESALE CORP,23815,1055,67200,445.97,438.611,2141,795,2.92,2.92,2.97,2.97,1303,1323,20,1303,90,2054,11314,6590,77946,10829,10930,731,1645,0,111,7876,965455244,23815,1
1122,29028,2010,STD,COST,COSTCO WHOLESALE CORP,23815,1055,67200,445.97,438.611,2308,795,2.92,2.92,2.97,2.97,1303,1323,20,1303,99,2054,11314,6590,77946,10829,10930,731,1645,0,122,7876,965455244,23815,1
1123,29028,2011,SUMM_STD,COST,COSTCO WHOLESALE CORP,26761,1290,76884,443.094,436.119,1253,855,3.3,3.3,3.35,3.35,1462,1542,80,1462,60,2383,12432,7111,88915,12002,12573,841,1656,0,116,8737,639978246,26761,1
1124,29028,2011,STD,COST,COSTCO WHOLESALE CORP,26761,1290,76884,443.094,436.119,1419,855,3.3,3.3,3.35,3.35,1462,1542,80,1462,69,2383,12432,7111,88915,12002,12573,841,1656,0,125,8737,639978246,26761,1
1125,29028,2012,SUMM_STD,COST,COSTCO WHOLESALE CORP,27140,1480,85915,439.373,433.62,1381,908,3.89,3.89,3.94,3.94,1709,1767,58,1709,86,2767,12961,7834,99137,12361,12518,1000,1266,0,95,9538,586711162,27140,1
1126,29028,2012,STD,COST,COSTCO WHOLESALE CORP,27140,1480,85915,439.373,433.62,1562,908,3.89,3.89,3.94,3.94,1709,1767,58,1709,113,2767,12961,7834,99137,12361,12518,1000,1266,0,105,9538,586711162,27140,1
1127,29028,2013,SUMM_STD,COST,COSTCO WHOLESALE CORP,30283,2083,91002,440.512,435.741,4998,946,4.63,4.63,4.68,4.68,2039,2061,22,2039,97,3051,13881,6283,105156,10833,11012,990,2583,0,99,10155,455576572,30283,1
1128,29028,2013,STD,COST,COSTCO WHOLESALE CORP,30283,2083,91002,440.512,435.741,5190,946,4.63,4.63,4.68,4.68,2039,2061,22,2039,97,3051,13881,6283,105156,10833,11012,990,2583,0,99,10155,455576572,30283,1
1129,29205,2010,SUMM_STD,YYINE,YAYI INTERNATIONAL INC,55.594,1.261,9.42,26.438,26.438,5.061,0.75,-0.05,-0.05,-0.05,-0.05,0.189,0.189,0,0.189,2.152,0.657,8.627,2.53,26.91,11.054,11.054,0.468,9.739,0,1.673,16.562,5003305,55.594,1
1130,29205,2010,STD,YYINE,YAYI INTERNATIONAL INC,55.594,1.261,9.42,26.438,26.438,5.061,0.75,-0.05,-0.05,-0.05,-0.05,0.189,0.189,0,0.189,2.626,0.657,8.627,2.53,26.91,26.799,26.799,0.468,9.739,0,1.673,16.562,5003305,55.594,1
1131,29517,2010,SUMM_STD,MED,MEDIFAST INC,94.059,12.055,60.383,14.573,14.082,4.855,4.991,1.35,1.35,1.39,1.39,19.611,19.611,0,19.611,0.052,31.692,30.589,42.117,257.552,71.956,71.956,12.081,44.706,0,,160.538,199719918,94.059,1
