,gvkey,fyear,datafmt,tic,conm,at,capx,cogs,cshfd,cshpri,dltt,dp,epsfi,epsfx,epspi,epspx,ib,ibmii,mii,ni,nopi,pi,ppent,reuna,sale,seq,teq,txt,wcap,xido,xint,xsga,cshtr_c,at,adjex_f
520,10345,2010,STD,TSTY,TASTY BAKING CO,153.84,12.952,124.418,8.146,8.146,1.066,13.962,-5.56,-5.56,-5.56,-5.56,-45.178,-45.178,0,-45.178,1.295,-26.61,109.637,-34.906,171.668,-16.981,-16.981,18.568,-114.442,0,7.124,52.023,2904604,153.84,1
521,10598,2010,SUMM_STD,TOF,TOFUTTI BRANDS INC,5.791,0,12.266,5.177,5.177,0,0.005,0.09,0.09,0.09,0.09,0.462,0.462,0,0.462,0,0.802,0.01,4.387,17.713,4.446,4.446,0.34,4.42,0,0,4.64,2072802,5.791,1
522,10598,2010,STD,TOF,TOFUTTI BRANDS INC,5.791,0,12.266,5.177,5.177,0,0.005,0.09,0.09,0.09,0.09,0.462,0.462,0,0.462,0,0.802,0.01,4.387,17.713,4.446,4.446,0.34,4.42,0,0,4.64,2072802,5.791,1
523,10598,2011,SUMM_STD,TOF,TOFUTTI BRANDS INC,5.421,0,11.436,5.176,5.176,0,0.005,0.01,0.01,0.01,0.01,0.043,0.043,0,0.043,0,0.132,0.005,4.413,15.926,4.465,4.465,0.089,4.444,0,0,4.353,399273,5.421,1
524,10598,2011,STD,TOF,TOFUTTI BRANDS INC,5.421,0,11.436,5.176,5.176,0,0.005,0.01,0.01,0.01,0.01,0.043,0.043,0,0.043,0,0.132,0.005,4.413,15.926,4.465,4.465,0.089,4.444,0,0,4.353,399273,5.421,1
525,10598,2012,SUMM_STD,TOF,TOFUTTI BRANDS INC,4.69,0,10.387,5.154,5.154,0,0.005,-0.16,-0.16,-0.16,-0.16,-0.824,-0.824,0,-0.824,,-0.912,0,3.573,14.343,3.625,3.625,-0.088,3.609,0,0,4.863,1718753,4.69,1
526,10598,2012,STD,TOF,TOFUTTI BRANDS INC,4.69,0,10.387,5.154,5.154,0,0.005,-0.16,-0.16,-0.16,-0.16,-0.824,-0.824,0,-0.824,0,-0.912,0,3.573,14.343,3.625,3.625,-0.088,3.609,0,0,4.863,1718753,4.69,1
527,10598,2013,SUMM_STD,TOF,TOFUTTI BRANDS INC,4.206,0,10.727,5.154,5.154,0,0,-0.18,-0.18,-0.18,-0.18,-0.908,-0.908,0,-0.908,0,-0.899,0,2.665,14.692,2.717,2.717,0.009,2.701,0,0,4.864,2144708,4.206,1
528,10598,2013,STD,TOF,TOFUTTI BRANDS INC,4.206,0,10.727,5.154,5.154,0,0,-0.18,-0.18,-0.18,-0.18,-0.908,-0.908,0,-0.908,0,-0.899,0,2.665,14.692,2.717,2.717,0.009,2.701,0,0,4.864,2144708,4.206,1
529,10609,2010,SUMM_STD,TR,TOOTSIE ROLL INDUSTRIES INC,857.959,12.813,332.143,,,7.5,18.279,0.85,0.85,0.85,0.85,53.063,53.063,0,53.063,8.5,73.068,215.492,135.866,521.448,667.408,667.408,20.005,176.662,0,0.142,106.316,22134083.47,857.959,1.12550881
530,10609,2010,STD,TR,TOOTSIE ROLL INDUSTRIES INC,860.383,12.813,331.122,56.997,56.997,7.5,18.279,0.94,0.94,0.94,0.94,53.714,53.714,0,53.714,8.5,74.089,215.492,137.412,521.448,668.954,668.954,20.375,179.086,0,0.142,106.316,22134083.47,860.383,1.12550881
531,10609,2011,SUMM_STD,TR,TOOTSIE ROLL INDUSTRIES INC,857.856,16.351,347.034,61.347,61.347,7.5,19.229,0.72,0.72,0.72,0.72,43.938,43.938,0,43.938,3.067,60.912,212.162,114.269,532.505,665.935,665.935,16.974,153.272,0,0.121,108.276,24138611.34,857.856,1.092727
532,10609,2011,STD,TR,TOOTSIE ROLL INDUSTRIES INC,857.856,16.351,347.034,57.892,57.892,7.5,19.229,0.76,0.76,0.76,0.76,43.938,43.938,0,43.938,3.067,60.912,212.162,114.269,532.505,665.935,665.935,16.974,153.846,0,0.121,108.276,24138611.34,857.856,1.092727
533,10609,2012,SUMM_STD,TR,TOOTSIE ROLL INDUSTRIES INC,846.737,8.886,346.624,60.484,60.484,7.5,19.925,0.86,0.86,0.86,0.86,52.004,52.004,0,52.004,4.822,74.164,201.29,80.21,549.87,649.815,649.815,22.16,136.476,0,0.137,113.842,27118607.75,846.737,1.0609
534,10609,2012,STD,TR,TOOTSIE ROLL INDUSTRIES INC,846.737,8.886,346.624,58.742,58.742,7.5,19.925,0.89,0.89,0.89,0.89,52.004,52.004,0,52.004,5.672,74.164,201.29,80.21,549.87,649.815,649.815,22.16,136.476,0,0.137,113.842,27118607.75,846.737,1.0609
535,10609,2013,SUMM_STD,TR,TOOTSIE ROLL INDUSTRIES INC,888.409,15.752,331.847,59.634,59.634,7.5,20.05,1.02,1.02,1.02,1.02,60.849,60.849,0,60.849,12.222,84.483,196.916,73.109,543.383,680.305,680.305,23.634,179.99,0,0.092,119.133,19462856.48,888.409,1.03
536,10609,2013,STD,TR,TOOTSIE ROLL INDUSTRIES INC,888.409,15.752,331.847,59.634,59.634,7.5,20.05,1.02,1.02,1.02,1.02,60.849,60.849,0,60.849,13.197,84.483,196.916,73.109,543.383,680.305,680.305,23.634,179.99,0,0.092,119.133,19462856.48,888.409,1.03
537,10793,2010,SUMM_STD,TSN,TYSON FOODS INC  -CL A,10752,550,,379,373,2135,497,2.06,2.09,,,798,783,-15,780,-50,1221,3674,3113,28212,5166,5201,438,2073,-18,286,,1316113607,10752,1
538,10793,2010,STD,TSN,TYSON FOODS INC  -CL A,10752,550,25519,379,373,2135,435,2.06,2.06,2.09,2.09,780,765,-15,780,6,1203,3674,3113,28430,5166,5201,438,2073,0,286,937,1316113607,10752,1
539,10793,2011,SUMM_STD,TSN,TYSON FOODS INC  -CL A,11071,643,29331,380,373,2112,506,1.97,1.98,,,755,738,-17,750,31,1078,3823,3801,32032,5657,5685,340,2406,-5,242,906,1021517083,11071,1
540,10793,2011,STD,TSN,TYSON FOODS INC  -CL A,11071,643,29616,380,373,2112,451,1.97,1.97,2,2,750,733,-17,750,20,1074,3823,3801,32266,5657,5685,341,2406,0,242,914,1021517083,11071,1
541,10793,2012,SUMM_STD,TSN,TYSON FOODS INC  -CL A,11896,690,30366,370,363,1917,499,1.58,1.68,,,621,614,-7,583,-147,965,4022,4327,33055,6012,6042,351,2573,-38,189,889,1204157746,11896,1
542,10793,2012,STD,TSN,TYSON FOODS INC  -CL A,11896,690,30659,370,363,1917,459,1.58,1.58,1.61,1.61,583,576,-7,583,35,927,4022,4327,33278,6012,6042,351,2573,0,189,897,1204157746,11896,1
543,10793,2013,SUMM_STD,TSN,TYSON FOODS INC  -CL A,12177,558,31497,367,352,1895,519,2.12,2.31,,,848,848,0,778,27,1257,4053,4999,34374,6201,6233,409,2594,-70,145,983,1072926243,12177,1
544,10793,2013,STD,TSN,TYSON FOODS INC  -CL A,12177,558,31525,367,352,1895,491,2.12,2.31,2.21,2.41,848,848,0,778,27,1257,4053,4999,34374,6201,6233,409,2594,-70,145,983,1072926243,12177,1
554,10871,2011,SUMM_STD,3GFOO,GENUFOOD ENERGY ENZYMES CORP,0.599,0.003,0.07,292.076,292.076,0,0,0,0,0,0,-0.504,-0.504,0,-0.504,0.001,-0.504,0.002,-0.528,0.121,0.516,0.516,0,0.488,0,0.003,0.553,,0.599,
555,10871,2011,STD,3GFOO,GENUFOOD ENERGY ENZYMES CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,10871,2012,SUMM_STD,3GFOO,GENUFOOD ENERGY ENZYMES CORP,1.341,0.004,0.043,387.863,387.863,0,0.004,0,0,0,0,-0.443,-0.443,0,-0.443,0.001,-0.443,0.005,-0.971,0.061,1.201,1.201,0,1.133,0,0.003,0.455,,1.341,1
557,10871,2012,STD,3GFOO,GENUFOOD ENERGY ENZYMES CORP,1.341,0.004,0.043,387.863,387.863,0,0.004,0,0,0,0,-0.443,-0.443,0,-0.443,0.001,-0.443,0.005,-0.971,0.061,1.201,1.201,0,1.133,0,0.003,0.455,,1.341,1
558,10871,2013,SUMM_STD,3GFOO,GENUFOOD ENERGY ENZYMES CORP,1.196,0.099,0.021,393.632,393.632,0,0.015,0,0,0,0,-1.683,-1.683,0,-1.683,-0.002,-1.683,0.09,-2.654,0.041,0.944,0.944,0,0.776,0,0.005,1.681,1355570,1.196,1
559,10871,2013,STD,3GFOO,GENUFOOD ENERGY ENZYMES CORP,1.196,0.099,0.021,393.632,393.632,0,0.015,0,0,0,0,-1.683,-1.683,0,-1.683,-0.002,-1.683,0.09,-2.654,0.041,0.944,0.944,0,0.776,0,0.005,1.681,1355570,1.196,1
560,10884,2010,SUMM_STD,CQB,CHIQUITA BRANDS INTL INC,2067.146,65.542,2765.104,45.85,45.003,613.973,61.016,1.25,1.32,1.27,1.34,60.623,60.623,,57.355,37.993,59.023,349.65,-75.915,3227.432,739.988,739.988,-1.6,396.707,-3.268,57.058,323.224,183696527,2067.146,1
561,10884,2010,STD,CQB,CHIQUITA BRANDS INTL INC,2067.146,65.542,2765.104,45.85,45.003,613.973,61.016,1.25,1.32,1.27,1.34,60.623,60.623,,57.355,5.742,59.023,349.65,-75.915,3227.432,739.988,739.988,-1.6,396.707,-3.268,57.058,323.224,183696527,2067.146,1
562,10884,2011,SUMM_STD,CQB,CHIQUITA BRANDS INTL INC,1937.959,75.535,2687.78,46.286,45.541,555.705,60.927,1.23,1.23,1.25,1.25,56.836,56.836,,56.836,-23.684,-25.364,369.687,-19.079,3139.296,800.07,800.07,-82.2,321.348,0,51.586,340.683,147679259,1937.959,1
563,10884,2011,STD,CQB,CHIQUITA BRANDS INTL INC,1937.959,75.535,2687.78,46.286,45.541,555.705,60.927,1.23,1.23,1.25,1.25,56.836,56.836,,56.836,-2.11,-25.364,369.687,-19.079,3139.296,800.07,800.07,-82.2,321.348,0,51.586,340.683,147679259,1937.959,1
564,10884,2012,SUMM_STD,CQB,CHIQUITA BRANDS INTL INC,1697.762,53.44,2733.04,46.059,46.059,540.517,63.154,-8.79,-8.75,-8.79,-8.75,-403.034,-403.034,,-405.017,-260.408,-297.795,395.299,-424.096,3078.337,370.402,370.402,105.239,200.144,-1.983,45.299,274.231,117521538,1697.762,1
565,10884,2012,STD,CQB,CHIQUITA BRANDS INTL INC,1697.762,53.44,2733.04,46.059,46.059,540.517,63.154,-8.79,-8.75,-8.79,-8.75,-403.034,-403.034,,-405.017,-0.095,-297.795,395.299,-424.096,3078.337,370.402,370.402,105.239,200.144,-1.983,45.299,274.231,117521538,1697.762,1
566,10884,2013,SUMM_STD,CQB,CHIQUITA BRANDS INTL INC,1659.138,49.054,2706.428,46.577,46.577,629.353,65.281,-0.34,-0.34,-0.34,-0.34,-15.815,-15.815,,-15.815,-2.119,-11.196,390.773,-439.911,3057.482,374.438,374.438,4.619,220.617,0,61.144,233.706,125660874,1659.138,1
567,10884,2013,STD,CQB,CHIQUITA BRANDS INTL INC,1659.138,49.054,2706.428,46.577,46.577,629.353,65.281,-0.34,-0.34,-0.34,-0.34,-15.815,-15.815,,-15.815,5.636,-11.196,390.773,-439.911,3057.482,374.438,374.438,4.619,220.617,0,61.144,233.706,125660874,1659.138,1
568,10902,2010,SUMM_STD,UG,UNITED-GUARDIAN INC,14.075,0.454,5.02,4.738,4.738,0,0.23,0.8,0.8,0.8,0.8,3.8,3.8,0,3.8,-0.392,5.514,1.209,12.58,13.723,13.047,13.047,1.714,11.766,0,0,2.567,948288,14.075,1
569,10902,2010,STD,UG,UNITED-GUARDIAN INC,14.075,0.454,5.02,4.738,4.738,0,0.23,0.8,0.8,0.8,0.8,3.8,3.8,0,3.8,0.456,5.514,1.209,12.58,13.723,13.047,13.047,1.714,11.766,0,0,2.567,948288,14.075,1
570,10902,2011,SUMM_STD,UG,UNITED-GUARDIAN INC,15.256,0.275,5.394,4.596,4.596,0,0.256,1.03,1.03,1.03,1.03,4.717,4.717,0,4.717,0.736,6.872,1.245,13.62,14.339,14.114,14.114,2.155,12.895,0,0,2.553,661690,15.256,1
571,10902,2011,STD,UG,UNITED-GUARDIAN INC,15.256,0.275,5.394,4.596,4.596,0,0.256,1.03,1.03,1.03,1.03,4.717,4.717,0,4.717,0.351,6.872,1.245,13.619,14.339,14.114,14.114,2.155,12.896,0,0,2.553,661690,15.256,1
572,10902,2012,SUMM_STD,UG,UNITED-GUARDIAN INC,13.859,0.252,4.965,4.596,4.596,0,0.254,1.05,1.05,1.05,1.05,4.831,4.831,0,4.831,0.828,6.927,1.236,12.199,13.826,12.838,12.838,2.096,11.795,0,0,2.508,1009079,13.859,1
573,10902,2012,STD,UG,UNITED-GUARDIAN INC,13.859,0.252,4.965,4.596,4.596,0,0.254,1.05,1.05,1.05,1.05,4.831,4.831,0,4.831,0.31,6.927,1.236,12.199,13.826,12.838,12.838,2.096,11.795,0,0,2.508,1009079,13.859,1
574,10902,2013,SUMM_STD,UG,UNITED-GUARDIAN INC,15.651,0.288,5.421,4.596,4.596,0,0.19,1.28,1.28,1.28,1.28,5.903,5.903,0,5.903,1.331,8.632,1.335,13.644,15.417,14.236,14.236,2.729,13.062,0,0,2.505,818632,15.651,1
575,10902,2013,STD,UG,UNITED-GUARDIAN INC,15.651,0.288,5.421,4.596,4.596,0,0.19,1.28,1.28,1.28,1.28,5.903,5.903,0,5.903,0.26,8.632,1.335,13.644,15.417,14.236,14.236,2.729,13.062,0,0,2.505,818632,15.651,1
576,11017,2009,SUMM_STD,UVV,UNIVERSAL CORP/VA,2371.04,57.577,1905.977,29.662,24.732,414.764,43.496,5.68,5.68,6.21,6.21,168.397,170.345,1.948,168.397,23.629,256.628,329.487,767.213,2491.738,1122.57,1128.375,86.283,1078.077,0,24.21,285.056,75634477,2371.04,1
577,11017,2009,STD,UVV,UNIVERSAL CORP/VA,2371.04,57.577,1908.185,29.662,24.732,414.764,41.288,5.68,5.68,6.21,6.21,168.397,170.345,1.948,168.397,23.629,256.628,329.487,767.213,2491.738,1122.57,1128.375,86.283,1078.077,0,24.21,285.056,75634477,2371.04,1
578,11017,2010,SUMM_STD,UVV,UNIVERSAL CORP/VA,2227.867,39.129,2017.922,28.888,23.859,320.193,45.272,5.42,5.42,5.94,5.94,156.565,164.55,7.985,156.565,16.666,242.899,316.703,825.751,2571.527,1185.606,1199.405,78.349,1065.883,0,23.058,259.042,62365619,2227.867,1
579,11017,2010,STD,UVV,UNIVERSAL CORP/VA,2227.867,39.129,2019.54,28.888,23.859,320.193,43.654,5.42,5.42,5.94,5.94,156.565,164.55,7.985,156.565,11.357,242.899,316.703,825.751,2571.527,1185.606,1199.405,78.349,1065.883,0,23.058,259.042,62365619,2227.867,1
580,11017,2011,SUMM_STD,UVV,UNIVERSAL CORP/VA,2266.919,38.174,1931.019,28.339,23.228,392.5,43.866,3.25,3.25,3.32,3.32,92.057,100.819,8.762,92.057,-35.54,161.978,303.192,854.654,2446.877,1183.451,1205.99,61.159,1297.921,0,22.835,251.639,70031169,2266.919,1
581,11017,2011,STD,UVV,UNIVERSAL CORP/VA,2266.919,38.174,1932.727,28.339,23.228,392.5,42.158,3.25,3.25,3.32,3.32,92.057,100.819,8.762,92.057,4.509,161.978,303.192,854.654,2446.877,1183.451,1205.99,61.159,1297.921,0,22.835,251.639,70031169,2266.919,1
582,11017,2012,SUMM_STD,UVV,UNIVERSAL CORP/VA,2306.155,30.783,1954.166,28.478,23.355,181.25,45.116,4.66,4.66,5.05,5.05,132.75,140.919,8.169,132.75,2.176,207.285,287.468,918.509,2461.699,1258.571,1287.657,66.366,1123.376,0,22.013,235.295,43501586,2306.155,1
583,11017,2012,STD,UVV,UNIVERSAL CORP/VA,2306.155,30.783,1955.874,28.478,23.355,181.25,43.408,4.66,4.66,5.05,5.05,132.75,140.919,8.169,132.75,6.289,207.285,287.468,918.509,2461.699,1258.571,1287.657,66.366,1123.376,0,22.013,235.295,43501586,2306.155,1
584,11017,2013,SUMM_STD,UVV,UNIVERSAL CORP/VA,2270.907,45.849,2069.925,28.392,23.239,240,38.899,5.25,5.25,5.77,5.77,149.009,155.155,6.146,149.009,79.719,230.69,296.546,993.093,2542.115,1378.23,1410.892,75.535,1218.27,0,20.307,262.013,45270131,2270.907,1
585,11017,2013,STD,UVV,UNIVERSAL CORP/VA,2270.907,45.849,2071.567,28.392,23.239,240,37.257,5.25,5.25,5.77,5.77,149.009,155.155,6.146,149.009,4.846,230.69,296.546,993.093,2542.115,1378.23,1410.892,75.535,1218.27,0,20.307,262.013,45270131,2270.907,1
586,11178,2010,SUMM_STD,VLGEA,VILLAGE SUPER MARKET  -CL A,357.129,20.204,918.9,13.235,13.116,41.831,16.9,1.88,1.88,,,25.381,25.381,0,25.381,2.02,43.618,175.286,185.79,1261.825,205.775,205.775,18.237,41.201,0,3.66,280.767,3363153,357.129,1
587,11178,2010,STD,VLGEA,VILLAGE SUPER MARKET  -CL A,357.129,20.204,918.9,13.235,13.116,41.831,16.9,1.88,1.88,1.89,1.89,25.381,25.381,0,25.381,2.02,43.618,175.286,185.79,1261.825,205.775,205.775,18.237,41.201,0,3.66,280.767,3363153,357.129,1
588,11178,2011,SUMM_STD,VLGEA,VILLAGE SUPER MARKET  -CL A,386.19,13.346,948.769,13.355,13.249,43.147,18.621,1.54,1.54,,,20.982,20.982,0,20.982,-4.821,36.243,174.53,187.686,1298.928,208.157,208.157,15.261,44.448,0,4.28,286.194,3625271,386.19,1
589,11178,2011,STD,VLGEA,VILLAGE SUPER MARKET  -CL A,386.19,13.346,948.769,13.355,13.249,43.147,18.621,1.54,1.54,1.55,1.55,20.982,20.982,0,20.982,2.207,36.243,174.53,187.686,1298.928,208.157,208.157,15.261,44.448,0,4.28,286.194,3625271,386.19,1
590,11178,2012,SUMM_STD,VLGEA,VILLAGE SUPER MARKET  -CL A,409.538,16.729,1033.416,13.484,13.403,43.149,19.759,2.28,2.28,,,31.445,31.445,0,31.445,3.217,53.708,172.42,209.373,1422.243,230.311,230.311,22.263,71.672,0,4.415,314.162,4653932,409.538,1
591,11178,2012,STD,VLGEA,VILLAGE SUPER MARKET  -CL A,409.538,16.729,1033.416,13.484,13.403,43.149,19.759,2.28,2.28,2.28,2.28,31.445,31.445,0,31.445,2.571,53.708,172.42,209.373,1422.243,230.311,230.311,22.263,71.672,0,4.415,314.162,4653932,409.538,1
592,11178,2013,SUMM_STD,VLGEA,VILLAGE SUPER MARKET  -CL A,427.412,21.888,1078.696,13.606,13.494,42.738,20.354,1.85,1.85,,,25.784,25.784,0,25.784,4.779,44.639,176.981,211.109,1476.457,244.56,244.56,18.855,94.299,0,3.771,333.776,4558682,427.412,1
593,11178,2013,STD,VLGEA,VILLAGE SUPER MARKET  -CL A,427.412,21.888,1078.696,13.606,13.494,42.738,20.354,1.85,1.85,1.86,1.86,25.784,25.784,0,25.784,4.233,44.639,176.981,211.109,1476.457,244.56,244.56,18.855,94.299,0,3.771,333.776,4558682,427.412,1
594,11234,2010,STD,WDFC,WD-40 CO,289.108,1.769,153.11,16.725,16.606,10.715,3.824,2.15,2.15,2.17,2.17,36.095,36.095,0,36.095,0.085,53.557,9.322,157.805,321.516,196.524,196.524,17.462,90.588,0,1.726,109.384,14916413,289.108,1
595,11234,2010,SUMM_STD,WDFC,WD-40 CO,289.108,1.769,152.686,16.725,16.606,10.715,4.248,2.15,2.15,2.17,2.17,36.095,36.095,0,36.095,0.085,53.557,9.322,157.805,321.516,196.524,196.524,17.462,90.588,0,1.726,109.384,14916413,289.108,1
596,11234,2011,STD,WDFC,WD-40 CO,279.777,2.875,165.597,16.982,16.803,0,4.237,2.14,2.14,2.16,2.16,36.433,36.433,0,36.433,0.475,53.531,8.482,176.008,336.409,201.226,201.226,17.098,88.926,0,1.076,112.443,19679707,279.777,1
597,11234,2011,SUMM_STD,WDFC,WD-40 CO,279.777,2.875,165.448,16.982,16.803,0,4.386,2.14,2.14,2.16,2.16,36.433,36.433,0,36.433,0.475,53.531,8.482,176.008,336.409,201.226,201.226,17.098,88.926,0,1.076,112.443,19679707,279.777,1
598,11234,2012,SUMM_STD,WDFC,WD-40 CO,300.87,3.765,171.566,16.046,15.914,0,4.869,2.2,2.2,2.22,2.22,35.485,35.485,0,35.485,-0.087,50.913,9.063,193.265,342.784,185.462,185.462,15.428,76.672,0,0.729,114.62,13660964,300.87,1
599,11234,2012,STD,WDFC,WD-40 CO,300.87,3.765,171.566,16.046,15.914,0,4.869,2.2,2.2,2.22,2.22,35.485,35.485,0,35.485,0.013,50.913,9.063,193.265,342.784,185.462,185.462,15.428,76.672,0,0.729,114.62,13660964,300.87,1
600,11234,2013,SUMM_STD,WDFC,WD-40 CO,323.064,2.854,176.286,15.619,15.517,0,5.359,2.54,2.54,2.55,2.55,39.813,39.813,0,39.813,-0.154,56.867,8.535,214.034,368.548,179.507,179.507,17.054,74.498,0,0.693,129.189,11259410,323.064,1
601,11234,2013,STD,WDFC,WD-40 CO,323.064,2.854,176.286,15.619,15.517,0,5.359,2.54,2.54,2.55,2.55,39.813,39.813,0,39.813,0.923,56.867,8.535,214.034,368.548,179.507,179.507,17.054,74.498,0,0.693,129.189,11259410,323.064,1
602,11259,2009,STD,WMT,WAL-MART STORES INC,170706,12184,297500,3877,3866,36401,7157,3.7,3.72,3.71,3.73,14414,14927,513,14335,2377,22066,102307,66638,406103,70749,72929,7139,-7230,-79,2150,79347,4848710919,170706,1
603,11259,2009,SUMM_STD,WMT,WAL-MART STORES INC,170407,12184,,3877,3866,36401,,,3.72,,,14433,,,,,,102307,66357,404743,70468,72648,,-7230,,,,4848710919,170407,1
604,11259,2010,STD,WMT,WAL-MART STORES INC,180663,12699,307646,3670,3656,43842,7641,4.47,4.18,4.48,4.2,15355,15959,604,16389,2097,23538,107878,63967,420016,68542,71247,7579,-6591,1034,2268,81020,3375909769,180663,1
605,11259,2010,SUMM_STD,WMT,WAL-MART STORES INC,180782,12699,,3670,3656,43842,,,4.18,,,15340,,,,,,107878,63967,418500,68542,71247,,-6591,,,,3375909769,180782,1
606,11259,2011,SUMM_STD,WMT,WAL-MART STORES INC,193406,13510,326887,3474,3460,47079,8106,4.52,4.53,4.54,4.55,15734,16408,674,15699,3248,24332,112324,68691,443416,71315,75761,7924,-7325,-35,2380,84959,3053548886,193406,1
607,11259,2011,STD,WMT,WAL-MART STORES INC,193406,13510,326997,3474,3460,47079,8130,4.52,4.54,4.54,4.56,15766,16454,688,15699,2224,24398,112324,68691,444948,71315,75761,7944,-7325,-67,2382,85199,3053548886,193406,1
608,11259,2012,SUMM_STD,WMT,WAL-MART STORES INC,203105,12898,343819,3389,3374,41417,8478,5.02,5.01,5.04,5.03,16963,17704,741,16999,3150,25662,116681,72978,465604,76343,81738,7958,-11878,36,2323,88472,2304338349,203105,1
609,11259,2012,STD,WMT,WAL-MART STORES INC,203105,12898,343987,3389,3374,41417,8501,5.02,5.02,5.04,5.04,16999,17756,757,16999,2192,25737,116681,72978,467231,76343,81738,7981,-11878,0,2325,88716,2304338349,203105,1
610,11259,2013,SUMM_STD,WMT,WAL-MART STORES INC,204751,13115,349199,3283,3269,44559,8870,4.88,4.85,4.9,4.87,15918,16551,633,16022,2982,24656,117907,76566,473076,76255,81339,8105,-8160,104,2413,90920,1749930918,204751,1
611,11259,2013,STD,WMT,WAL-MART STORES INC,204751,13115,349199,3283,3269,44559,8870,4.88,4.85,4.9,4.87,15918,16551,633,16022,2232,24656,117907,76566,474259,76255,81339,8105,-8160,104,2413,90920,1749930918,204751,1
612,11264,2010,SUMM_STD,WAG,WALGREEN CO,26275,1014,47374,987.9,981.7,2389,1030,2.12,2.12,2.13,2.13,2091,2091,,2091,-262,3373,11184,16848,67420,14400,14400,1282,4489,0,,15381,2104408552,26275,1
613,11264,2010,STD,WAG,WALGREEN CO,26275,1014,47374,987.9,981.7,2476,1030,2.12,2.12,2.13,2.13,2091,2091,,2091,12,3373,11184,16848,67420,14400,14400,1282,4489,0,97,15381,2104408552,26275,1
614,11264,2011,STD,WAG,WALGREEN CO,27454,1213,50603,924.5,915.1,2504,1086,2.94,2.94,2.97,2.97,2714,2714,,2714,10,4294,11526,18877,72184,14847,14847,1580,4239,0,81,16450,1920691283,27454,1
615,11264,2011,SUMM_STD,WAG,WALGREEN CO,27454,1213,50603,924.5,915.1,2396,1086,2.94,2.94,2.97,2.97,2714,2714,,2714,249,4294,11526,18877,72184,14847,14847,1580,4239,0,,16450,1920691283,27454,1
616,11264,2012,STD,WAG,WALGREEN CO,33462,1550,50125,880.1,874.7,4198,1166,2.42,2.42,2.43,2.43,2127,2127,,2127,9,3376,12038,20156,71633,18236,18236,1249,2038,0,76,16809,2061806707,33462,1
617,11264,2012,SUMM_STD,WAG,WALGREEN CO,33462,1550,50125,880.1,874.7,4073,1166,2.42,2.42,2.43,2.43,2127,2127,,2127,-157,3376,12038,20156,71633,18236,18236,1249,2038,0,,16809,2061806707,33462,1
618,11264,2013,STD,WAG,WALGREEN CO,35481,1212,49815,955.2,946,4662,1283,2.56,2.56,2.59,2.59,2450,2450,,2450,471,3895,12138,21523,72217,19454,19454,1445,2991,0,172,17339,1476154211,35481,1
619,11264,2013,SUMM_STD,WAG,WALGREEN CO,35481,1212,49815,955.2,946,4477,1283,2.56,2.56,2.59,2.59,2450,2450,,2450,115,3895,12138,21523,72217,19454,19454,1445,2991,0,,17339,1476154211,35481,1
620,11343,2010,SUMM_STD,WMK,WEIS MARKETS INC,992.081,69.869,1851.695,26.898,26.898,0,55.058,2.54,2.54,2.54,2.54,68.291,68.291,0,68.291,2.069,107.385,525.062,864.132,2620.378,728.127,728.127,39.094,234.889,0,0,608.309,12178324,992.081,1
621,11343,2010,STD,WMK,WEIS MARKETS INC,992.081,69.869,1858.186,26.898,26.898,0,48.567,2.54,2.54,2.54,2.54,68.291,68.291,0,68.291,2.069,107.385,525.062,864.132,2620.378,728.127,728.127,39.094,233.389,0,0,608.309,12178324,992.081,1
622,11343,2011,STD,WMK,WEIS MARKETS INC,1029.004,110.517,1963.464,26.898,26.898,0,53.185,2.81,2.81,2.81,2.81,75.584,75.584,0,75.584,3.326,117.606,575.003,881.346,2752.504,745.886,745.886,42.022,219.959,0,0,621.575,8964461,1029.004,1
623,11343,2011,SUMM_STD,WMK,WEIS MARKETS INC,1029.004,110.517,1957.266,26.898,26.898,0,59.383,2.81,2.81,2.81,2.81,75.584,75.584,0,75.584,3.326,117.606,575.003,881.346,2752.504,745.886,745.886,42.022,223.742,0,0,621.575,8964461,1029.004,1
624,11343,2012,SUMM_STD,WMK,WEIS MARKETS INC,1090.44,109.774,1908.201,26.898,26.898,0,50.651,3.07,3.07,3.07,3.07,82.511,82.511,0,82.511,3.882,130.914,638.634,931.579,2701.405,795.69,795.69,48.403,229.748,0,0,615.521,8689913,1090.44,1
625,11343,2012,STD,WMK,WEIS MARKETS INC,1090.44,109.774,1914.699,26.898,26.898,0,44.153,3.07,3.07,3.07,3.07,82.511,82.511,0,82.511,3.468,130.914,638.634,931.579,2701.405,795.69,795.69,48.403,229.748,0,0,615.521,8689913,1090.44,1
626,11343,2013,STD,WMK,WEIS MARKETS INC,1148.242,128.055,1896.052,26.898,26.898,0,51.068,2.67,2.67,2.67,2.67,71.721,71.721,0,71.721,4.684,115.866,704.985,971.022,2692.588,834.053,834.053,44.145,211.528,0,0,628.186,6637680,1148.242,1
627,11343,2013,SUMM_STD,WMK,WEIS MARKETS INC,1148.242,128.055,1888.845,26.898,26.898,0,58.275,2.67,2.67,2.67,2.67,71.721,71.721,0,71.721,-1.416,115.866,704.985,971.022,2692.588,834.053,834.053,44.145,211.528,0,0,628.186,6637680,1148.242,1
