,gvkey,fyear,tic,acctstd,ajex,ajp,curncd,currtr,pddur,src,acdo,aco,acodo,acominc,acox,act,aldo,am,ao,aocidergl,aociother,aocipen,aodo,aoloch,aox,ap,aqc,at,bkvlps,caps,capx,capxv,ceq,ceql,ceqt,ch,che,chech,ci,cibegni,cicurr,cidergl,cimii,ciother,cipen,cisecgl,citotal,cogs,cshfd,cshi,csho,cshpri,cstk,cstkcv,cstke,dc,dclo,dcom,dcpstk,dcvsr,dcvsub,dcvt,dd,dd1,dd2,diladj,dilavx,dlc,dltis,dlto,dltr,dltt,dm,dn,do,donr,dp,dpact,dpc,dpvieb,drc,drlt,ds,dudd,dv,dvc,dvp,dvpa,dvt,ebit,ebitda,emp,epsfi,epsfx,epspi,epspx,esopct,esopnr,esopt,esub,esubc,exre,fatc,fatn,fiao,fincf,fopo,fopox,gdwl,gp,ib,ibadj,ibc,ibcom,ibmii,icapt,intan,intano,intc,intpn,invch,invt,ivaco,ivaeq,ivao,ivch,ivncf,ivst,ivstch,lco,lcox,lcoxdr,lct,lifr,lo,loxdr,lse,lt,mib,mibn,mibt,mii,mrc1,mrcta,msa,ni,niadj,nopi,nopio,np,oancf,oiadp,oibdp,opeps,oprepsx,pi,pnca,pncad,pncaeps,pnrsho,ppegt,ppent,ppeveb,prca,prcad,prcaeps,prsho,prstkc,pstk,pstkc,pstkl,pstkn,pstkr,pstkrv,re,rea,reajo,recch,recco,rect,recta,rectr,reuna,revt,sale,seq,seqo,siv,spce,spced,spceeps,spi,sppiv,sstk,teq,tstk,tstkc,tstkn,txbco,txbcof,txdb,txdba,txdbca,txdbcl,txdc,txdi,txditc,txfo,txndb,txndba,txndbl,txo,txp,txpd,txr,txt,txw,wcap,xacc,xido,xidoc,xint,xopr,xsga,exchg,naicsh,sich,cshtr_c,dvpsp_c,dvpsx_c,prcc_c,prch_c,prcl_c,adjex_c,cshtr_f,dvpsp_f,dvpsx_f,prcc_f,prch_f,prcl_f,adjex_f,auop,ceoso,cfoso,gsubind,naics,priusa,sic,stko
250,5597,2013,HSY,DS,1.0,1.0,USD,1.0,12,5,0.0,231.373,231.373,-166.567,231.373,2487.334,0.0,10.8,253.104,49.897,0.0,-199.63400000000001,253.104,240.47799999999998,253.104,461.514,0.0,5357.488,7.1678,664.944,323.551,323.551,1604.8339999999998,1604.8339999999998,833.029,1118.508,1118.508,390.236,1038.979,820.47,-26.003,78.109,0.0,0.0,166.403,0.0,1038.979,3687.175,227.203,359.902,223.895,224.176,359.901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.914,251.4,0.0,820.47,166.875,250.595,95.14200000000001,250.761,1795.142,,1350.0,0.0,0.0,177.34400000000002,1974.049,201.033,1974.049,0.0,0.0,0.0,0.0,393.801,393.801,0.0,0.0,393.801,1362.832,1540.1760000000002,14.8,3.61,3.61,3.66,3.66,0.0,0.0,0.0,,,0.0,,0.0,2.94,-446.589,-51.641999999999996,-3.2460000000000004,576.561,3458.9040000000005,820.47,820.47,820.47,820.47,820.47,3411.1940000000004,771.805,195.24400000000003,1.744,92.551,-26.279,659.541,-43.36,39.9,0.0,0.0,-351.58,0.0,0.0,699.722,0.0,0.0,1408.0220000000002,165.266,434.06800000000004,434.06800000000004,5357.488,3741.4359999999997,0.0,11.218,11.218,,36.669000000000004,1.58,0.0,820.47,820.47,4.902,1.744,165.96099999999998,1188.405,1362.832,1540.1760000000002,3.72,3.69,1251.319,7.7989999999999995,0.03,0.03,0.0,3779.3940000000002,1805.345,3779.3940000000002,0.40299999999999997,0.0,0.0,0.0,305.564,0.0,0.0,0.0,0.0,0.0,0.0,5287.719,0.0,-149.737,-16.529,,477.912,-16.83,477.912,5454.286,7146.079000000001,7146.079000000001,1604.8339999999998,0.0,0.0,828.672,3.64,3.69,-23.156999999999996,0.0,147.255,1616.0520000000001,4707.73,4707.73,136.007,-48.396,48.396,104.204,0.0,52.511,0.0,7.457000000000001,7.457000000000001,104.204,2.763,-51.693000000000005,290.885,342.57800000000003,0.0,79.911,373.902,0.0,430.849,0.0,1079.312,699.722,0.0,0.0,93.258,5605.903,1918.7279999999998,11,311351.0,2060.0,230606831.0,1.81,1.81,97.23,101.37,72.54,1.0,230606831.0,1.81,1.81,97.23,101.37,72.54,1.0,1.0,Y,Y,30202030,311351,1,2060,0
252,5709,2010,HRL,DS,2.0,2.0,USD,1.0,12,5,0.0,106.491,94.338,-175.91,94.338,1858.1660000000002,0.0,10.532,288.715,20.484,0.0,-205.243,288.715,4.024,288.715,361.287,28.104,4053.9179999999997,18.0525,0.0,89.823,89.823,2400.657,2400.657,1630.112,467.845,518.44,82.59299999999999,427.556,399.776,5.547999999999999,33.372,4.269,0.0,-11.14,0.0,423.287,5846.653,135.349,132.982,132.982,133.366,7.792999999999999,0.0586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,395.587,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.59100000000001,1265.152,125.59100000000001,1265.152,0.0,0.0,0.0,0.0,109.374,111.83,0.0,0.0,111.83,643.182,768.773,19.3,2.92,2.92,2.97,2.97,0.0,0.0,0.0,13.126,-13.126,0.0,45.283,0.0,1.3030000000000002,-144.463,9.939,20.237000000000002,629.023,1374.066,395.587,395.587,399.776,395.587,399.776,2406.639,770.545,141.52200000000002,0.0,26.5,-73.90899999999999,793.7710000000001,-145.464,206.795,7.593999999999999,,-258.476,50.595,,380.587,224.605,224.605,1101.213,0.0,546.066,546.066,4053.9179999999997,1647.279,0.0,5.982,5.982,4.189,13.205,7.316,0.0,395.587,395.587,17.691,17.691,0.0,485.532,643.182,768.773,3.07,3.02,624.5509999999999,6.768,0.05,0.05,0.0,2187.255,922.1030000000001,2187.255,4.438,0.03,0.03,0.0,69.574,0.0,0.0,0.0,0.0,0.0,0.0,2392.864,0.0,-184.75900000000001,-58.647,0.0,439.464,8.849,430.939,2568.774,7220.719,7220.719,2400.657,0.0,,402.89300000000003,2.97,3.02,-9.732999999999999,-0.39399999999999996,22.884,2406.639,0.0,0.0,0.0,-10.298,10.298,0.0,72.426,70.703,0.0,29.429000000000002,29.429000000000002,0.0,2.124,143.129,348.621,205.49200000000002,0.0,9.339,212.6,8.525,224.775,0.0,756.953,155.982,0.0,0.0,26.589000000000002,6451.946,605.293,11,311611.0,2011.0,142953037.0,0.84,0.84,51.26,52.27,37.77,2.0,144300340.0,0.82,0.84,45.92,45.93,36.33,2.0,4.0,Y,Y,30202030,311611,1,2011,0
254,5709,2011,HRL,DS,1.0,1.0,USD,1.0,12,5,0.0,87.66799999999999,77.62,-175.483,77.62,1998.231,0.0,9.476,280.442,17.008,0.0,-202.183,280.442,15.71,280.442,390.171,7.207000000000001,4244.391,10.0642,0.0,96.911,96.911,2656.5820000000003,2656.5820000000003,1893.652,463.13,539.207,-4.715,479.874,479.19599999999997,1.094,-3.4760000000000004,5.252000000000001,0.0,3.06,0.0,474.62199999999996,6436.811,271.915,263.96299999999997,263.96299999999997,266.394,7.734,0.0293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.195,0.0,247.56400000000002,0.0,350.0,250.0,0.0,250.0,0.0,0.0,124.165,1341.74,124.165,1341.74,0.0,0.0,0.0,0.0,129.975,136.035,0.0,0.0,136.035,715.5269999999999,839.692,19.5,1.74,1.74,1.78,1.78,0.0,0.0,0.0,26.756999999999998,-22.726,0.0,50.286,0.0,-7.853,-324.209,6.505,21.71,630.884,1458.2779999999998,474.195,474.195,479.19599999999997,474.195,479.19599999999997,2909.816,762.93,132.046,0.0,31.7,-92.052,885.823,-71.253,288.105,7.593,,-170.985,76.077,,379.87800000000004,229.75799999999998,229.75799999999998,778.186,0.0,556.389,556.389,4244.391,1584.575,0.0,3.234,3.234,5.001,12.742,6.432,0.0,474.195,474.195,25.971,25.971,0.0,490.47900000000004,715.5269999999999,839.692,1.78,1.74,718.836,2.157,0.01,0.01,0.0,2248.83,907.09,2248.83,2.819,0.01,0.01,0.0,152.93,0.0,0.0,0.0,0.0,0.0,0.0,2648.848,0.0,-185.175,-30.171,0.0,485.533,9.692,461.11,2824.3309999999997,7895.089,7895.089,2656.5820000000003,0.0,,478.066,1.76,1.8,0.0,-0.632,53.78,2659.816,0.0,0.0,0.0,-15.205,15.205,0.0,59.81399999999999,69.203,0.0,6.752000000000001,6.752000000000001,0.0,3.826,129.017,351.648,222.63099999999997,0.0,8.137,227.3,24.423000000000002,239.64,0.0,1220.045,150.12,0.0,0.0,22.662,7055.397,618.586,11,311611.0,2011.0,264695055.0,0.51,0.51,29.29,30.5,24.5157,1.0,264360926.0,0.4875,0.51,29.47,30.5,22.515,1.0,1.0,Y,Y,30202030,311611,1,2011,0
256,5709,2012,HRL,DS,1.0,1.0,USD,1.0,12,5,0.0,86.887,74.115,-323.569,74.115,2320.6839999999997,0.0,8.975,278.318,9.481,0.0,-345.465,278.318,-2.825,278.318,385.87699999999995,0.0,4563.965999999999,10.7186,0.0,132.303,132.303,2819.455,2819.455,2065.508,682.388,759.775,219.25799999999998,356.926,504.961,2.7739999999999996,-7.527,4.962,0.0,-143.282,0.0,351.964,6779.325,268.89099999999996,263.04400000000004,263.04400000000004,263.466,7.707000000000001,0.0293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.05,0.0,0.0,0.0,0.0,250.0,0.0,250.0,0.0,0.0,119.494,1417.5379999999998,119.494,1417.5379999999998,0.0,0.0,0.0,0.0,152.204,157.752,0.0,0.0,157.752,725.9830000000001,845.477,19.7,1.86,1.86,1.9,1.9,0.0,0.0,0.0,38.691,-1.5830000000000002,0.99,82.25399999999999,0.0,-2.7260000000000004,-192.74900000000002,4.349,13.196,630.875,1451.345,500.05,500.05,504.961,500.05,504.961,3074.925,753.947,123.072,0.0,12.9,-64.69800000000001,950.5210000000001,20.975,286.53700000000003,0.0,,-106.764,77.387,,395.559,233.512,233.512,786.3,0.0,702.7410000000001,702.7410000000001,4563.965999999999,1739.0410000000002,0.0,5.47,5.47,4.9110000000000005,6.252999999999999,2.073,0.0,500.05,500.05,45.211000000000006,45.211000000000006,0.0,517.781,725.9830000000001,845.477,1.9,1.86,758.335,-2.8110000000000004,-0.01,-0.01,0.0,2342.018,924.48,2342.018,2.313,0.01,0.01,0.0,61.36600000000001,0.0,0.0,0.0,0.0,0.0,0.0,2811.748,0.0,-335.98400000000004,-45.931000000000004,0.0,523.501,12.415,507.041,3135.317,8230.67,8230.67,2819.455,0.0,,495.912,1.85,1.89,0.0,-0.17,14.7,2824.925,0.0,0.0,0.0,-8.847000000000001,8.847000000000001,0.0,144.245,68.56,0.0,4.668,4.668,0.0,5.7829999999999995,212.805,407.496,194.69099999999997,0.0,4.864,226.7,16.46,253.37400000000002,0.0,1534.384,162.047,0.0,0.0,12.859000000000002,7385.193,605.868,11,311611.0,2011.0,218522274.0,0.6,0.6,31.21,31.62,27.28,1.0,224840567.0,0.5775,0.6,29.53,30.7,27.28,1.0,1.0,Y,Y,30202030,311611,1,2011,0
258,5709,2013,HRL,DS,1.0,1.0,USD,1.0,12,5,0.0,93.92200000000001,80.922,-149.214,80.922,2047.4129999999998,0.0,9.479,329.96,-5.604,0.0,-153.001,329.96,1.4909999999999999,329.96,387.284,665.415,4915.88,12.5581,0.0,106.762,106.762,3311.04,3311.04,1998.475,434.014,434.014,-248.37400000000002,704.635,530.076,-2.82,-15.085,4.069,0.0,192.46400000000003,0.0,700.566,7213.988,270.224,263.658,263.658,264.317,7.725,0.0293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.211,0.0,0.0,0.0,0.0,250.0,0.0,250.0,0.0,0.0,124.85,1505.529,124.85,1505.529,0.0,0.0,0.0,0.0,174.32,179.782,0.0,0.0,179.782,793.176,918.0260000000001,19.8,1.95,1.95,1.99,1.99,0.0,0.0,0.0,20.513,13.507,0.41600000000000004,85.696,0.0,-4.0,-195.521,-7.5520000000000005,15.854000000000001,934.472,1537.6660000000002,526.211,526.211,530.076,526.211,530.076,3566.579,1312.565,378.093,0.0,12.5,31.699,967.977,-6.619,270.60900000000004,0.0,,-691.074,0.0,77.558,388.088,237.574,237.574,784.0089999999999,0.0,565.2919999999999,565.2919999999999,4915.88,1599.3010000000002,0.0,5.539,5.539,3.865,5.872000000000001,1.9769999999999999,0.0,526.211,526.211,25.484,25.484,0.0,637.805,793.176,918.0260000000001,2.01,1.97,798.507,2.269,0.01,0.01,0.0,2460.862,955.3330000000001,2460.862,4.152,0.02,0.02,0.0,70.819,0.0,0.0,0.0,0.0,0.0,0.0,3303.315,0.0,-158.605,-44.458999999999996,0.0,551.5,9.391,551.5,3452.5290000000005,8751.654,8751.654,3311.04,0.0,,529.512,1.97,2.01,-7.7,-2.127,30.212,3316.579,0.0,0.0,0.0,-23.406,23.406,0.0,25.086,73.543,0.0,1.067,1.067,0.0,5.334,98.62899999999999,306.707,208.078,0.0,8.637,226.2,0.0,268.431,0.0,1263.404,150.514,0.0,0.0,12.453,7833.628000000001,619.64,11,311611.0,2011.0,201628384.0,0.68,0.68,45.17,46.18,31.46,1.0,208335190.0,0.66,0.68,43.46,44.22,29.45,1.0,1.0,Y,Y,30202030,311611,1,2011,0
260,5888,2010,IG,DS,1.0,1.0,USD,1.0,12,5,0.0,0.19,0.0,0.0,0.0,7.171,0.0,0.1,0.9109999999999999,0.0,0.0,0.0,0.111,-0.375,0.111,0.341,0.0,11.350999999999999,0.2095,45.823,0.158,0.158,8.33,8.238,7.7379999999999995,5.1160000000000005,5.1160000000000005,3.992,-3.423,-3.423,0.0,0.0,0.0,0.0,0.0,0.0,-3.423,4.613,23.822,41.288000000000004,39.321999999999996,23.822,0.413,0.01,0.0,0.8,0.068,0.0,2.017,0.0,0.0,0.0,0.0,0.032,,0.0,-4.707,0.032,0.0,0.0,0.025,0.068,0.068,0.0,0.0,0.0,0.376,3.687,0.38,3.687,0.057999999999999996,0.028999999999999998,0.0,0.0,0.0,0.0,1.284,0.0,1.284,-3.6310000000000002,-3.255,0.034,-0.2,-0.2,-0.2,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.127,0.0,0.0,7.2,0.9309999999999999,0.9309999999999999,0.0,1.4809999999999999,-3.423,-4.707,-3.423,-4.707,-3.423,10.415,0.5,0.5,0.0,0.008,-0.37200000000000005,0.816,-0.037000000000000005,0.0,0.0,0.0,-0.195,0.0,0.0,0.534,0.057999999999999996,0.0,0.907,0.0,0.028999999999999998,0.0,11.350999999999999,1.004,0.0,,,,0.06,0.0,0.0,-3.423,-4.707,0.004,0.001,0.0,-3.013,-3.6310000000000002,-3.255,-0.2,-0.2,-3.64,0.0,0.0,0.0,0.002,6.456,2.7689999999999997,6.456,0.0,0.0,0.0,0.0,0.0,2.017,2.017,2.109,2.017,0.0,2.109,-36.510999999999996,0.0,0.0,-0.006999999999999999,0.23399999999999999,1.0490000000000002,0.0,0.815,-36.510999999999996,6.093999999999999,6.093999999999999,10.347000000000001,0.0,0.0,-4.707,-0.2,-0.2,0.0,0.0,7.225,10.347000000000001,1.395,1.395,1.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.222,0.0,-0.217,0.0,6.263999999999999,0.47600000000000003,0.0,0.0,0.013000000000000001,9.349,4.736000000000001,12,325412.0,2834.0,2484235.0,0.0,0.0,1.68,1.9,0.65,1.0,2484235.0,0.0,0.0,1.68,1.9,0.65,1.0,1.0,Y,Y,30302010,325412,1,2834,0
262,5888,2011,IG,DS,1.0,1.0,USD,1.0,12,5,0.0,0.13,0.0,0.0,0.0,5.686,0.0,0.1,0.75,0.0,0.0,0.0,0.111,0.03,0.111,0.629,0.0,9.636000000000001,0.1412,46.246,0.35,0.35,5.747999999999999,5.577999999999999,5.178,2.9139999999999997,2.9139999999999997,-2.202,-3.0069999999999997,-3.0069999999999997,0.0,0.0,0.0,0.0,0.0,0.0,-3.0069999999999997,5.127000000000001,39.449,41.464,39.498000000000005,39.449,0.415,0.01,0.0,0.639,0.03,0.0,2.017,0.0,0.0,0.0,0.0,0.038,,0.0,-3.0069999999999997,0.038,0.5,0.0,0.032,0.53,0.53,0.5,0.0,0.0,0.419,4.006,0.58,4.006,0.038,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.969,-2.55,0.036000000000000004,-0.08,-0.08,-0.08,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.12300000000000001,0.0,0.0,0.542,0.537,0.537,0.0,2.679,-3.0069999999999997,-3.0069999999999997,-3.0069999999999997,-3.0069999999999997,-3.0069999999999997,8.295,0.4,0.4,0.0,0.12,-0.5589999999999999,1.195,0.0,0.0,0.0,0.0,-0.35,0.0,0.0,0.649,0.038,0.0,1.3159999999999998,0.0,0.025,0.0,9.636000000000001,1.871,0.0,,,,0.013000000000000001,0.0,0.0,-3.0069999999999997,-3.0069999999999997,0.017,0.017,0.0,-2.394,-2.969,-2.55,-0.08,-0.08,-3.233,0.0,0.0,0.0,0.002,6.806,2.8,6.806,0.0,0.0,0.0,0.0,0.0,2.017,2.017,2.187,2.017,0.0,2.187,-39.518,0.0,0.0,-0.39899999999999997,0.239,1.4469999999999998,0.0,1.208,-39.518,7.806,7.806,7.765,0.0,0.0,-3.0069999999999997,-0.08,-0.08,0.0,0.0,0.07400000000000001,7.765,1.395,1.395,1.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,-0.226,0.0,-0.226,0.0,4.37,0.611,0.0,0.0,0.281,10.356,5.229,12,325412.0,2834.0,2575249.0,0.0,0.0,1.15,1.8,0.85,1.0,2575249.0,0.0,0.0,1.15,1.8,0.85,1.0,1.0,Y,Y,30302010,325412,1,2834,0
264,5888,2012,IG,DS,1.0,1.0,USD,1.0,12,5,0.0,0.248,0.0,0.0,0.0,6.138999999999999,0.0,0.1,0.297,0.0,0.0,0.0,0.19699999999999998,0.124,0.19699999999999998,1.091,0.0,9.427,0.0975,47.409,0.342,0.342,4.41,4.163,3.863,2.536,2.536,-0.37799999999999995,-3.927,-3.927,0.0,0.0,0.0,0.0,0.0,0.0,-3.927,5.33,39.786,42.705,42.705,39.786,0.446,0.01,0.0,0.1,0.004,0.0,2.017,0.0,0.0,0.0,0.0,0.017,,0.0,-3.927,0.017,0.8859999999999999,0.0,0.551,1.004,1.004,1.0,0.0,0.0,0.457,4.361000000000001,1.319,4.361000000000001,0.048,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.136,-2.679,0.040999999999999995,-0.1,-0.1,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.12300000000000001,0.0,0.0,2.3369999999999997,0.516,0.516,0.0,3.233,-3.927,-3.927,-3.927,-3.927,-3.927,7.431,0.3,0.3,0.0,0.099,-0.716,1.7730000000000001,0.0,0.0,0.0,0.0,-0.342,0.0,0.0,0.868,0.048,0.0,1.976,0.0,0.02,0.0,9.427,3.0,0.0,,,,0.011000000000000001,0.0,0.0,-3.927,-3.927,-0.013000000000000001,-0.013000000000000001,0.0,-2.373,-3.136,-2.679,-0.1,-0.1,-4.111000000000001,0.0,0.0,0.0,0.002,7.0520000000000005,2.6910000000000003,7.0520000000000005,0.0,0.0,0.0,0.0,0.0,2.017,2.017,2.2640000000000002,2.017,0.0,2.2640000000000002,-43.445,0.0,0.0,-0.369,0.005,1.5819999999999999,0.0,1.577,-43.445,8.562999999999999,8.562999999999999,6.4270000000000005,0.0,0.0,-3.927,-0.1,-0.1,0.0,0.009000000000000001,2.002,6.4270000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,-0.184,0.0,-0.184,0.0,4.163,0.82,0.0,0.0,0.9620000000000001,11.242,5.912000000000001,12,325412.0,2834.0,3344151.0,0.0,0.0,1.04,1.48,0.938,1.0,3344151.0,0.0,0.0,1.04,1.48,0.938,1.0,1.0,Y,Y,30302010,325412,1,2834,0
266,5888,2013,IG,DS,1.0,1.0,USD,1.0,12,5,0.0,0.6409999999999999,0.6409999999999999,0.0,0.6409999999999999,10.558,0.0,0.1,2.046,0.0,0.0,0.0,0.21100000000000002,0.302,0.21100000000000002,1.5230000000000001,0.0,15.427,0.1538,51.541000000000004,0.287,0.287,7.191,7.191,6.9910000000000005,2.101,2.101,-0.435,-0.084,-0.084,0.0,0.0,0.0,0.0,0.0,0.0,-0.084,11.604000000000001,43.518,46.748999999999995,46.748999999999995,43.518,0.48700000000000004,0.01,0.0,1.835,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.015,,0.0,-1.392,0.015,2.0,0.0,0.017,3.011,3.011,3.0,0.0,0.0,0.475,4.736000000000001,0.5660000000000001,4.736000000000001,0.768,0.004,0.0,0.0,0.0,0.0,1.308,0.0,1.308,-0.08199999999999999,0.39299999999999996,0.052000000000000005,-0.03,-0.03,-0.03,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0,0.0,2.296,0.6459999999999999,0.6459999999999999,0.0,6.62,-0.084,-1.392,-0.084,-1.392,-0.084,10.202,0.2,0.2,0.0,0.142,-1.206,2.8689999999999998,-1.8259999999999998,0.0,0.0,0.0,-2.113,0.0,0.0,3.6830000000000003,0.768,0.0,5.221,0.0,0.004,0.0,15.427,8.236,0.0,,,,0.096,0.0,0.0,-0.084,-1.392,-0.19899999999999998,-0.19899999999999998,0.0,-0.618,-0.08199999999999999,0.39299999999999996,-0.03,-0.03,-0.281,0.0,0.0,0.0,0.0,7.359,2.623,7.359,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,-44.836999999999996,0.0,0.0,-3.37,,4.947,0.0,4.947,-44.836999999999996,18.224,18.224,7.191,0.0,0.0,-1.392,-0.03,-0.03,0.0,0.0,0.376,7.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,-0.19399999999999998,0.0,-0.19699999999999998,0.0,5.337000000000001,2.915,0.0,0.0,,17.831,6.227,12,325412.0,2834.0,19686658.0,0.0,0.0,3.05,3.39,1.0,1.0,19686658.0,0.0,0.0,3.05,3.39,1.0,1.0,1.0,Y,Y,30302010,325412,1,2834,0
268,6349,2010,KATY,DS,1.0,1.0,USD,1.0,12,5,0.0,1.115,0.40299999999999997,-1.405,0.40299999999999997,32.821999999999996,0.0,0.545,1.26,0.001,0.0,-0.74,0.5579999999999999,-3.554,0.5579999999999999,13.350999999999999,0.0,62.894,-13.0947,27.385,0.9420000000000001,0.9420000000000001,-99.21700000000001,-104.116,-108.311,1.319,1.319,0.5720000000000001,-4.419,-5.067,0.142,0.0,0.0,0.0,0.506,0.0,-4.419,118.65299999999999,7.9510000000000005,9.822000000000001,7.9510000000000005,7.9510000000000005,9.822000000000001,1.0,0.0,0.7020000000000001,0.0,0.0,108.256,0.0,0.0,0.0,0.0,1.275,1.425,0.0,-5.067,16.707,8.182,6.169,7.6370000000000005,6.169,6.169,0.0,0.0,0.0,6.672999999999999,77.807,6.645,77.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.09,1.5830000000000002,0.607,-0.64,-0.64,-0.64,-0.64,0.0,0.0,0.0,0.0,0.0,0.102,0.0,0.0,-0.8029999999999999,6.271,-1.696,-1.696,0.665,22.346999999999998,-5.067,-5.067,-5.067,-5.067,-5.067,15.208,4.195,3.53,0.0,1.075,-0.166,16.45,0.35100000000000003,0.0,1.9,0.0,-0.591,0.0,0.0,12.322000000000001,4.815,4.815,42.38,3.812,5.306,5.306,62.894,53.855,0.0,0.0,0.0,0.0,4.251,6.794,0.0,-5.067,-5.067,0.348,0.348,15.432,-5.21,-5.09,1.5830000000000002,-0.7,-0.7,-5.558,0.036000000000000004,0.0,0.0,1.1320000000000001,100.524,22.717,100.524,0.0,0.0,0.0,0.0,0.0,108.256,108.256,113.155,108.256,0.0,113.155,-114.98700000000001,0.0,-0.7390000000000001,-0.6729999999999999,0.397,13.937999999999999,-0.6659999999999999,13.540999999999999,-113.58200000000001,141.0,141.0,9.039,0.0,0.0,-6.5360000000000005,-0.83,-0.83,0.823,-0.21600000000000003,0.0,9.039,21.436999999999998,21.436999999999998,1.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.122,0.0,0.0,0.022000000000000002,0.0,-0.491,0.0,-9.558,7.507000000000001,0.0,0.0,1.639,139.417,20.764,19,325612.0,2842.0,403059.0,0.0,0.0,1.2,2.0,0.41,1.0,403059.0,0.0,0.0,1.2,2.0,0.41,1.0,1.0,Y,Y,30301010,325612,1,2842,3
270,6349,2011,KATY,DS,1.0,1.0,USD,1.0,12,5,0.0,3.338,2.715,-2.3609999999999998,2.715,33.836999999999996,0.0,0.436,0.853,0.001,0.0,-1.7990000000000002,0.41600000000000004,-0.474,0.41600000000000004,9.874,0.0,57.813,-12.645,27.11,0.503,0.503,-95.641,-100.54,-103.68299999999999,0.73,1.205,-0.589,3.8510000000000004,4.8069999999999995,0.10300000000000001,0.0,0.0,0.0,-1.0590000000000002,0.0,3.8510000000000004,104.244,26.81,9.822000000000001,7.9510000000000005,7.9510000000000005,9.822000000000001,1.0,0.0,0.43700000000000006,0.0,0.0,108.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.135,14.359000000000002,0.0,0.0,7.444,0.0,0.0,0.0,13.942,11.099,4.79,77.562,,77.562,0.688,2.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.01,-2.22,0.5329999999999999,0.18,-0.34,0.6,-1.15,0.0,0.0,0.0,0.0,0.0,0.11199999999999999,0.0,0.0,-1.003,-9.495,5.122999999999999,5.122999999999999,0.665,16.077,-9.135,-9.135,-9.135,-9.135,-9.135,12.615,3.1430000000000002,2.478,0.0,1.1520000000000001,-2.296,17.262,16.752,0.0,1.179,0.0,16.249000000000002,0.475,0.0,12.456,6.867999999999999,6.18,36.689,4.499,8.509,5.904,57.813,45.198,0.0,0.0,0.0,0.0,3.708,4.522,0.0,4.8069999999999995,4.8069999999999995,0.11699999999999999,0.11699999999999999,14.359000000000002,-7.455,-7.01,-2.22,-1.07,-1.07,-9.365,0.019,0.0,0.0,1.1320000000000001,96.363,18.801,96.363,0.021,0.0,0.0,0.0,0.0,108.256,108.256,113.155,108.256,0.0,113.155,-111.13600000000001,0.0,-1.798,-0.27399999999999997,0.273,12.032,-0.563,11.759,-108.775,120.321,120.321,12.615,0.0,0.0,-9.057,-0.34,-1.15,-0.917,0.057999999999999996,0.0,12.615,21.436999999999998,21.436999999999998,1.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47700000000000004,0.47700000000000004,0.0,0.0,0.012,0.0,-0.23,0.0,-2.852,5.587999999999999,13.942,3.1319999999999997,1.555,122.541,18.297,19,325612.0,2842.0,2750202.0,0.0,0.0,0.16,1.15,0.03,1.0,2750202.0,0.0,0.0,0.16,1.15,0.03,1.0,1.0,Y,Y,30301010,325612,1,2842,3
