,gvkey,fyear,datafmt,tic,conm,Sum,diff,,at,capx,cogs,cshfd,cshpri,dltt,dp,epsfi,epsfx,epspi,epspx,ib,ibmii,mii,ni,nopi,pi,ppent,reuna,sale,seq,teq,txt,wcap,xido,xint,xsga,cshtr_c,at,adjex_f
180,11535,2011,SUMM_STD,WINN,WINN-DIXIE STORES INC,312664131,0,,1799.79,92.632,4845.913,55.654,55.654,31.875,116.595,-1.26,-0.54,-1.26,-0.54,-29.792,-29.792,0,-70.13,-4.197,-33.025,658.891,39.833,6880.776,863.508,863.508,-3.233,222.584,-40.338,8.194,1938.902,312644070,1799.79,1
181,11535,2011,STD,WINN,WINN-DIXIE STORES INC,312664131,0,,1799.79,92.632,4845.913,55.654,55.654,31.875,116.595,-1.26,-0.54,-1.26,-0.54,-29.792,-29.792,0,-70.13,-4.197,-33.025,658.891,39.833,6880.776,863.508,863.508,-3.233,222.584,-40.338,8.194,1938.902,312644070,1799.79,1
182,11670,2010,SUMM_STD,HRG,HARBINGER GROUP INC,5375942.5,14468.643,,4016.2,40.374,2236.577,132.399,132.399,1723.1,100.761,-1.15,-1.13,-1.15,-1.13,-149.134,-195.507,-46.373,-151.869,-167.692,-132.312,,-150.309,2567.011,701.655,1177.827,63.195,,-2.735,194.293,,5359840,4016.2,1
183,11670,2010,STD,HRG,HARBINGER GROUP INC,5361473.857,14468.643,,483.934,0.143,0,19.286,19.286,345.146,0.044,-1.16,-1.16,-1.16,-1.16,-22.305,-22.308,-0.003,-22.305,0.743,-23.066,0.137,1.543,0,124.299,124.326,-0.758,101.656,0,4.963,18.802,5359840,483.934,1
184,11670,2011,SUMM_STD,HRG,HARBINGER GROUP INC,11148152.72,-777.563,,23590.888,38.25,3094.881,158.384,139.233,2127.7,94.522,0.09,0.09,0.11,0.11,42.059,7.379,-34.68,42.059,-18.729,57.934,,-128.083,3477.782,895.441,1373.139,50.555,,0,211.716,,11089340,23590.888,1
185,11670,2011,STD,HRG,HARBINGER GROUP INC,11148930.28,-777.563,,23579.554,38.25,2266.278,158.384,139.233,2032.69,92.837,0.04,0.04,0.07,0.07,34.795,0.115,-34.68,34.795,-14.833,50.67,206.799,-135.347,3477.782,1255.964,1733.662,50.555,,0,211.716,830.288,11089340,23579.554,1
186,11670,2012,SUMM_STD,HRG,HARBINGER GROUP INC,45729260.51,-1140.212,,25200.491,53.518,3763.711,139.818,139.356,2150.625,253.087,0.15,0.15,0.15,0.15,89.556,110.668,21.112,89.556,-219.216,25.386,221.6,-98.168,4480.716,1177.597,1598.973,-85.282,,0,219.316,,45664726,25200.491,1
187,11670,2012,STD,HRG,HARBINGER GROUP INC,45730400.72,-1140.212,,25200.491,53.518,2937.548,139.818,139.356,2150.625,253.087,0.15,0.15,0.15,0.15,89.556,110.668,21.112,89.556,-174.073,25.386,214.319,-98.168,4480.716,1728.772,2150.148,-85.282,,0,219.316,826.163,45664726,25200.491,1
188,11670,2013,SUMM_STD,HRG,HARBINGER GROUP INC,67535403.33,-1668.2,,27908.8,100.1,4354.9,139.856,139.856,4793.2,313.4,-0.67,-0.67,-0.67,-0.67,-45.8,-69,-23.2,-45.8,-455,118.3,993.3,-192.4,5543.4,724.7,1133.5,187.3,,0,301.8,,67461575,27908.8,1
189,11670,2013,STD,HRG,HARBINGER GROUP INC,67537071.53,-1668.2,,27908.8,100.1,4354.9,139.856,139.856,4793.2,313.4,-0.67,-0.67,-0.67,-0.67,-45.8,-69,-23.2,-45.8,-107.2,118.3,993.3,-192.4,5543.4,1384.9,1793.7,187.3,,0,301.8,,67461575,27908.8,1
190,12368,2010,STD,3SVCBY,SCA-SVENSKA CELLULOSA AB,,,,21159.669,942.712,11577.895,702.3,702.3,3446.152,931.021,1.17,1.17,1.17,1.17,821.654,827.574,5.92,821.654,29.303,1118.971,12170.311,8675.024,16152.195,9953.234,10036.998,291.397,-433.618,0,178.036,2237.794,,21159.669,1
191,12368,2011,STD,3SVCBY,SCA-SVENSKA CELLULOSA AB,,,,20222.588,859.944,8118.626,702.3,702.3,4024.47,857.762,0.11,-0.07,0.11,-0.07,-51.21,-42.626,8.584,79.724,33.606,141.7,10085.98,7818.497,11833.074,8838.326,8916.741,184.326,436.301,130.934,214.295,1743.02,,20222.588,1
192,12368,2012,STD,3SVCBY,SCA-SVENSKA CELLULOSA AB,,,,20212.527,871.777,9150.044,702.3,702.3,3624.028,753.911,1.08,0.97,1.08,0.97,684.298,691.059,6.761,761.594,43.489,729.631,11403.172,8331.592,13124.75,9175.093,9245.474,38.572,5.225,77.296,213.296,1916.587,,20212.527,1
193,12368,2013,STD,3SVCBY,SCA-SVENSKA CELLULOSA AB,,,,22142.123,863.76,9663.835,702.3,702.3,4380.738,764.466,1.23,1.23,1.23,1.23,863.293,865.938,2.645,863.293,55.094,1195.723,12539.296,8928.938,13854.235,9847.013,10319.046,329.785,-26.457,0,178.666,1911.943,,22142.123,1
194,12575,2009,SUMM_STD,CYAN,CYANOTECH CORP,4068126.471,-0.008,,12.148,1.032,8.597,5.346,5.251,0.756,0.512,0.26,0.26,0.26,0.26,1.391,1.391,0,1.391,-0.132,1.415,4.681,-18.53,15.742,9.12,9.12,0.024,4.942,0,0.109,4.977,4068043,12.148,1
195,12575,2009,STD,CYAN,CYANOTECH CORP,4068126.479,-0.008,,12.148,1.032,8.597,5.346,5.251,0.756,0.512,0.26,0.26,0.26,0.26,1.391,1.391,0,1.391,-0.128,1.415,4.681,-18.53,15.742,9.12,9.12,0.024,4.942,0,0.113,4.977,4068043,12.148,1
196,12575,2010,SUMM_STD,CYAN,CYANOTECH CORP,4613844.338,0,,13.86,0.514,9.869,5.413,5.353,0.553,0.617,0.32,0.32,0.32,0.32,1.73,1.73,0,1.73,-0.018,1.163,4.557,-16.8,16.827,11.111,11.111,-0.567,6.285,0,0.07,5.09,4613748,13.86,1
197,12575,2010,STD,CYAN,CYANOTECH CORP,4613844.338,0,,13.86,0.514,9.869,5.413,5.353,0.553,0.617,0.32,0.32,0.32,0.32,1.73,1.73,0,1.73,-0.018,1.163,4.557,-16.8,16.827,11.111,11.111,-0.567,6.285,0,0.07,5.09,4613748,13.86,1
198,12575,2011,SUMM_STD,CYAN,CYANOTECH CORP,5977448.642,0,,19.038,2.029,14.162,5.534,5.414,0.4,0.695,0.66,0.66,0.67,0.67,3.632,3.632,0,3.632,-0.052,2.853,5.834,-13.168,24.631,15.265,15.265,-0.779,8.058,0,0.055,6.814,5977303,19.038,1
199,12575,2011,STD,CYAN,CYANOTECH CORP,5977448.642,0,,19.038,2.029,14.162,5.534,5.414,0.4,0.695,0.66,0.66,0.67,0.67,3.632,3.632,0,3.632,-0.052,2.853,5.834,-13.168,24.631,15.265,15.265,-0.779,8.058,0,0.055,6.814,5977303,19.038,1
200,12575,2012,SUMM_STD,CYAN,CYANOTECH CORP,9015464.97,-0.051000001,,28.587,3.894,15.776,5.655,5.455,5.454,0.847,0.74,0.74,0.77,0.77,4.209,4.209,0,4.209,-0.043,2.188,8.835,-8.959,27.581,20.227,20.227,-2.021,9.306,0,0.114,8.613,9015268,28.587,1
201,12575,2012,STD,CYAN,CYANOTECH CORP,9015465.021,-0.051000001,,28.587,3.894,15.776,5.655,5.455,5.454,0.847,0.74,0.74,0.77,0.77,4.209,4.209,0,4.209,0.008,2.188,8.835,-8.959,27.581,20.227,20.227,-2.021,9.306,0,0.114,8.613,9015268,28.587,1
202,12575,2013,SUMM_STD,CYAN,CYANOTECH CORP,2672576.036,0,,30.31,4.117,16.255,5.661,5.478,5.263,1.086,-0.03,-0.03,-0.04,-0.04,-0.195,-0.195,0,-0.195,0.153,0.047,11.826,-9.154,28.905,20.847,20.847,0.242,8.898,0,0.317,11.353,2672383,30.31,1
203,12575,2013,STD,CYAN,CYANOTECH CORP,2672576.036,0,,30.31,4.117,16.255,5.661,5.478,5.263,1.086,-0.03,-0.03,-0.04,-0.04,-0.195,-0.195,0,-0.195,0.153,0.047,11.826,-9.154,28.905,20.847,20.847,0.242,8.898,0,0.317,11.353,2672383,30.31,1
204,60911,2010,SUMM_STD,NHTC,NATURAL HEALTH TRENDS CORP,2343735.155,0,,5.363,0.002,7.769,10.507,10.507,0,0.413,-0.23,-0.23,-0.23,-0.23,-2.448,-2.469,-0.021,-2.448,0.601,-2.496,0.203,-83.643,23.576,-2.728,-2.821,-0.027,-5.619,0,0.018,18.473,2343757,5.363,1
205,60911,2010,STD,NHTC,NATURAL HEALTH TRENDS CORP,2343735.155,0,,5.363,0.002,6.969,10.507,10.507,0,1.213,-0.23,-0.23,-0.23,-0.23,-2.448,-2.469,-0.021,-2.448,0.601,-2.496,0.203,-83.643,23.576,-2.728,-2.821,-0.027,-5.619,0,0.018,18.473,2343757,5.363,1
206,60911,2011,SUMM_STD,NHTC,NATURAL HEALTH TRENDS CORP,2374452.533,0,,6.123,0.007,8.372,10.825,10.704,0,0.098,0.21,0.21,0.21,0.21,2.305,2.425,0.12,2.305,0.36,2.127,0.068,-81.338,31.162,-0.809,-0.809,-0.298,-3.102,0,0.016,20.909,2374433,6.123,1
207,60911,2011,STD,NHTC,NATURAL HEALTH TRENDS CORP,2374452.533,0,,6.123,0.007,8.172,10.825,10.704,0,0.298,0.21,0.21,0.21,0.21,2.305,2.425,0.12,2.305,0.36,2.127,0.068,-81.338,31.162,-0.809,-0.809,-0.298,-3.102,0,0.016,20.909,2374433,6.123,1
208,60911,2012,SUMM_STD,NHTC,NATURAL HEALTH TRENDS CORP,1442692.226,0,,8.219,0.096,9.685,11.234,10.944,0,0.045,0.23,0.23,0.24,0.24,2.63,2.63,0,2.63,-0.039,2.606,0.121,-78.708,37.514,1.909,1.909,-0.024,-0.473,0,0,25.139,1442644,8.219,1
209,60911,2012,STD,NHTC,NATURAL HEALTH TRENDS CORP,1442692.226,0,,8.219,0.096,9.685,11.234,10.944,0,0.045,0.23,0.23,0.24,0.24,2.63,2.63,0,2.63,-0.039,2.606,0.121,-78.708,37.514,1.909,1.909,-0.024,-0.473,0,0,25.139,1442644,8.219,1
210,60911,2013,SUMM_STD,NHTC,NATURAL HEALTH TRENDS CORP,2801026.368,0,,19.827,0.21,12.551,11.331,11.154,0,0.066,0.36,0.36,0.36,0.36,4.089,4.089,0,4.089,-0.032,4.191,0.265,-74.619,52.527,6.077,6.077,0.102,3.42,0,0,35.687,2800903,19.827,1
211,60911,2013,STD,NHTC,NATURAL HEALTH TRENDS CORP,2801026.368,0,,19.827,0.21,12.551,11.331,11.154,0,0.066,0.36,0.36,0.36,0.36,4.089,4.089,0,4.089,-0.032,4.191,0.265,-74.619,52.527,6.077,6.077,0.102,3.42,0,0,35.687,2800903,19.827,1
212,61192,2010,SUMM_STD,BREW,CRAFT BREW ALLIANCE INC,18206241.86,-0.559,,158.266,4.669,91.02,17.568,17.523,24.675,7.044,0.1,0.1,0.1,0.1,1.686,1.686,0,1.686,0.554,2.786,98.778,-39.971,131.731,94.196,94.196,1.1,-4.435,0,1.497,29.938,18205346,158.266,1
213,61192,2010,STD,BREW,CRAFT BREW ALLIANCE INC,18206242.42,-0.559,,158.266,4.669,91.02,17.568,17.523,24.675,7.044,0.1,0.1,0.1,0.1,1.686,1.686,0,1.686,1.113,2.786,98.778,-39.971,131.731,94.196,94.196,1.1,-4.435,0,1.497,29.938,18205346,158.266,1
214,61192,2011,SUMM_STD,BREW,CRAFT BREW ALLIANCE INC,13568789.77,10.432,,158.908,8.488,96.807,18.931,18.834,13.188,7.204,0.51,0.51,0.51,0.51,9.651,9.651,0,9.651,11.166,15.692,100.725,-30.32,149.197,104.509,104.509,6.041,2.327,0,0.918,39.742,13567772,158.908,1
215,61192,2011,STD,BREW,CRAFT BREW ALLIANCE INC,13568779.34,10.432,,158.908,8.488,96.807,18.931,18.834,13.188,7.204,0.51,0.51,0.51,0.51,9.651,9.651,0,9.651,0.734,15.692,100.725,-30.32,149.197,104.509,104.509,6.041,2.327,0,0.918,39.742,13567772,158.908,1
216,61192,2012,SUMM_STD,BREW,CRAFT BREW ALLIANCE INC,6651794.988,0,,165.664,9.138,111.892,18.934,18.862,12.44,7.369,0.13,0.13,0.13,0.13,2.526,2.526,0,2.526,0.004,4.477,102.852,-27.794,169.287,108.195,108.195,1.951,5.207,0,0.663,44.89,6650758,165.664,1
217,61192,2012,STD,BREW,CRAFT BREW ALLIANCE INC,6651794.988,0,,165.664,9.138,111.892,18.934,18.862,12.44,7.369,0.13,0.13,0.13,0.13,2.526,2.526,0,2.526,0.004,4.477,102.852,-27.794,169.287,108.195,108.195,1.951,5.207,0,0.663,44.89,6650758,165.664,1
218,61192,2013,SUMM_STD,BREW,CRAFT BREW ALLIANCE INC,12997887.88,0,,170.286,9.894,120.755,19.042,18.923,11.05,8.164,0.1,0.1,0.1,0.1,1.959,1.959,0,1.959,-0.073,3.263,104.193,-25.835,179.18,111.232,111.232,1.304,5.782,0,0.464,46.461,12996815,170.286,1
219,61192,2013,STD,BREW,CRAFT BREW ALLIANCE INC,12997887.88,0,,170.286,9.894,120.755,19.042,18.923,11.05,8.164,0.1,0.1,0.1,0.1,1.959,1.959,0,1.959,-0.073,3.263,104.193,-25.835,179.18,111.232,111.232,1.304,5.782,0,0.464,46.461,12996815,170.286,1
220,61205,2010,SUMM_STD,CSKI,CHINA SKY ONE MEDICAL INC,52152948.93,0,,172.224,37.234,35.559,16.803,16.803,0,4.366,2.14,2.14,2.14,2.14,35.957,35.957,0,35.957,9.017,46.633,28.979,113.742,132.661,164.016,164.016,10.676,57.426,0,0,55.12,52151594,172.224,1
221,61205,2010,STD,CSKI,CHINA SKY ONE MEDICAL INC,52152948.93,0,,172.224,37.234,35.559,16.803,16.803,0,4.366,2.14,2.14,2.14,2.14,35.957,35.957,0,35.957,9.017,46.633,28.979,113.742,132.661,164.016,164.016,10.676,57.426,0,0,55.12,52151594,172.224,1
222,61763,2010,SUMM_STD,RDEN,ELIZABETH ARDEN INC,39019972.33,-7.501000002,,843.471,35.388,602.763,28.789,28.017,218.699,28.459,0.68,0.68,0.7,0.7,19.533,19.533,0,19.533,-7.501,22.826,76.583,118.946,1103.777,352.617,352.617,3.293,306.524,0,21.885,420.343,39014509,843.471,1
223,61763,2010,STD,RDEN,ELIZABETH ARDEN INC,39019979.83,-7.501000002,,843.471,35.388,602.763,28.789,28.017,218.699,28.459,0.68,0.68,0.7,0.7,19.533,19.533,0,19.533,0,22.826,76.583,118.946,1103.777,352.617,352.617,3.293,306.524,0,21.885,420.343,39014509,843.471,1
224,61763,2011,SUMM_STD,RDEN,ELIZABETH ARDEN INC,46564759.02,-7.320999995,,854.837,25.608,614.134,29.008,27.843,250,29.835,1.41,1.41,1.47,1.47,40.989,40.989,0,40.989,0.697,49.626,82.762,159.935,1175.5,417.765,417.765,8.637,388.897,0,29.781,452.821,46558759,854.837,1
225,61763,2011,STD,RDEN,ELIZABETH ARDEN INC,46564766.34,-7.320999995,,854.837,25.608,614.134,29.008,27.843,250,29.835,1.41,1.41,1.47,1.47,40.989,40.989,0,40.989,8.3,49.626,82.762,159.935,1175.5,417.765,417.765,8.637,388.897,0,29.781,452.539,46558759,854.837,1
226,61763,2012,SUMM_STD,RDEN,ELIZABETH ARDEN INC,46672326.33,-7.108000003,,1066.754,24.088,619.037,30.111,29.115,250,34.054,1.91,1.91,1.97,1.97,57.419,57.419,0,57.419,-7.108,73.512,89.438,217.354,1238.273,481.727,481.727,16.093,345.818,0,21.759,482.803,46665584,1066.754,1
227,61763,2012,STD,RDEN,ELIZABETH ARDEN INC,46672333.43,-7.108000003,,1066.754,24.088,619.037,30.111,29.115,250,34.054,1.91,1.91,1.97,1.97,57.419,57.419,0,57.419,0,73.512,89.438,217.354,1238.273,481.727,481.727,16.093,345.818,0,21.759,482.803,46665584,1066.754,1
228,61763,2013,SUMM_STD,RDEN,ELIZABETH ARDEN INC,59474173.74,-38.785,,1103.732,40.523,672.989,30.539,29.672,250.055,45.969,1.33,1.33,1.37,1.37,40.711,40.711,0,40.711,-38.785,47.651,106.588,258.065,1344.523,515.282,515.282,6.94,364.32,0,24.309,514.82,59467109,1103.732,1
229,61763,2013,STD,RDEN,ELIZABETH ARDEN INC,59474212.52,-38.785,,1103.732,40.523,672.989,30.539,29.672,250.055,45.969,1.33,1.33,1.37,1.37,40.711,40.711,0,40.711,0,47.651,106.588,258.065,1344.523,515.282,515.282,6.94,364.32,0,24.309,514.82,59467109,1103.732,1
230,61880,2010,SUMM_STD,INBP,INTEGRATED BIOPHARMA INC,2734287,-56.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2734286,,1
231,61880,2010,STD,INBP,INTEGRATED BIOPHARMA INC,2734343.451,-56.451,,13.848,0.081,28.75,20.468,20.468,0,0.455,-0.27,-0.27,-0.27,-0.27,-5.535,-5.535,0,-5.535,0.121,-5.495,1.719,-49.9,37.019,-5.696,-5.696,0.04,-9.724,0,2.467,11.363,2734286,13.848,1
232,61880,2011,SUMM_STD,INBP,INTEGRATED BIOPHARMA INC,3002004.723,28.741,,13.65,0.301,30.149,20.78,20.78,0,0.492,-0.11,-0.11,-0.11,-0.11,-2.281,-2.281,0,-2.281,0.044,-2.256,1.667,-52.181,40.665,-7.695,-7.695,0.025,-10.694,0,1.938,10.386,3001937,13.65,1
233,61880,2011,STD,INBP,INTEGRATED BIOPHARMA INC,3001975.982,28.741,,13.65,0.301,21.043,20.78,20.78,0,0.321,-0.11,-0.06,-0.11,-0.06,-1.191,-1.191,0,-2.281,0.044,-1.166,1.598,-52.181,25.133,-7.695,-7.695,0.025,-9.492,-1.09,1.531,3.448,3001937,13.65,1
234,61880,2012,STD,INBP,INTEGRATED BIOPHARMA INC,13955067.28,0,,11.877,0.155,28.498,21.012,21.012,9.494,0.499,-0.13,-0.13,-0.13,-0.13,-2.713,-2.713,0,-2.713,0.013,-2.702,1.449,-54.894,36.604,-10.383,-10.383,0.011,-3.519,0,2.209,8.113,13955004,11.877,1
235,61880,2012,SUMM_STD,INBP,INTEGRATED BIOPHARMA INC,13955067.28,0,,11.877,0.155,28.638,21.012,21.012,9.494,0.499,-0.13,-0.13,-0.13,-0.13,-2.713,-2.713,0,-2.713,0.013,-2.702,1.449,-54.894,36.604,-10.383,-10.383,0.011,-3.519,0,2.209,7.973,13955004,11.877,1
236,61880,2013,STD,INBP,INTEGRATED BIOPHARMA INC,1292340.358,0.139,,12.611,0.03,27.833,21.244,21.08,9.789,0.426,0,0,0,0,0.093,0.093,0,0.093,0.112,0.11,1.235,-54.801,33.623,-10.29,-10.29,0.017,-2.488,0,0.979,4.248,1292271,12.611,1
237,61880,2013,SUMM_STD,INBP,INTEGRATED BIOPHARMA INC,1292340.219,0.139,,12.611,0.03,27.833,21.244,21.08,9.789,0.426,0,0,0,0,0.093,0.093,0,0.093,-0.027,0.11,1.235,-54.801,33.623,-10.29,-10.29,0.017,-2.488,0,0.979,4.248,1292271,12.611,1
238,61940,2010,SUMM_STD,ACCA,ACACIA DIVERSIFIED HLDGS INC,47718.252,-3.22,,1.31,0.003,0,11.563,11.563,0.032,0.013,-0.02,-0.06,-0.02,-0.06,-0.701,-0.701,0,-0.217,0.17,-0.701,0.066,-11.242,0,0.212,0.212,0,0.178,0.484,,0.858,47703,1.31,1
239,61940,2010,STD,ACCA,ACACIA DIVERSIFIED HLDGS INC,47721.472,-3.22,,1.31,0.022,1.299,11.563,11.563,0.038,0.096,-0.02,-0.02,-0.02,-0.02,-0.279,-0.279,0,-0.217,0.008,-0.279,0.164,-11.242,1.757,0.212,0.212,0,-0.586,0.062,0.015,0.803,47703,1.31,1
240,61940,2011,SUMM_STD,ACCA,ACACIA DIVERSIFIED HLDGS INC,20566.036,-0.027,,1.031,0,0,11.563,11.563,0.07,0.017,-0.04,-0.08,-0.04,-0.08,-0.872,-0.872,0,-0.456,-0.013,-0.872,0.048,-11.698,0,-0.181,-0.181,0,-0.16,0.416,,0.842,20554,1.031,1
241,61940,2011,STD,ACCA,ACACIA DIVERSIFIED HLDGS INC,20566.063,-0.027,,1.031,0,0,11.563,11.563,0.07,0.017,-0.04,-0.08,-0.04,-0.08,-0.872,-0.872,0,-0.456,0,-0.872,0.048,-11.698,0,-0.181,-0.181,0,-0.159,0.416,0.013,0.842,20554,1.031,1
242,61940,2012,SUMM_STD,ACCA,ACACIA DIVERSIFIED HLDGS INC,8685.851,0,,0.227,0.019,0,11.563,11.563,0.024,0.016,0.02,-0.06,0.02,-0.06,-0.723,-0.723,0,0.187,-0.009,-0.723,0.026,-11.511,0,0.054,0.054,0,0.052,0.91,,0.698,8673,0.227,1
243,61940,2012,STD,ACCA,ACACIA DIVERSIFIED HLDGS INC,8685.851,0,,0.227,0.019,0,11.563,11.563,0.024,0.016,0.02,-0.06,0.02,-0.06,-0.723,-0.723,0,0.187,-0.009,-0.723,0.026,-11.511,0,0.054,0.054,0,0.052,0.91,,0.698,8673,0.227,1
244,62290,2010,STD,REV,REVLON INC  -CL A,38710910.62,64.74,,1086.7,15.2,434.4,52.303,51.893,1208.5,20.9,6.26,6.25,6.31,6.3,327,327,0,327.3,-4.7,79.8,106.2,-1551.4,1321.4,-696.4,-696.4,-247.2,157.6,0.3,102.8,666.6,38706708,1086.7,1
245,62290,2010,SUMM_STD,REV,REVLON INC  -CL A,38710845.88,64.74,,1086.7,15.2,426.4,52.303,51.893,1208.5,20.9,6.26,6.23,6.31,6.28,325.9,325.9,0,327.3,-17,78.7,106.2,-1551.4,1295.8,-696.4,-696.4,-247.2,157.6,1.4,102.8,650,38706708,1086.7,1
246,62290,2011,SUMM_STD,REV,REVLON INC  -CL A,28433197.57,-77.3,,1157.1,13.9,457.1,52.332,52.174,1216.6,24.1,1.02,1.06,1.02,1.06,55.2,55.2,0,53.4,-17.5,92,98.9,-1498,1347.5,-692.9,-692.9,36.8,183.3,-1.8,96.6,660.2,28429286,1157.1,1
247,62290,2011,STD,REV,REVLON INC  -CL A,28433274.87,-77.3,,1157.1,13.9,468.3,52.332,52.174,1216.6,24.3,1.02,1.01,1.02,1.01,52.8,52.8,0,53.4,-5.9,89.6,98.9,-1498,1381.4,-692.9,-692.9,36.8,183.3,0.6,96.6,685.5,28429286,1157.1,1
248,62290,2012,SUMM_STD,REV,REVLON INC  -CL A,11291118.41,-79.8,,1236.6,20.9,466.2,52.357,52.349,1148.9,27.3,0.98,1.17,0.98,1.17,61.2,61.2,0,51.1,-35.4,104.9,99.5,-1446.9,1398,-649.3,-649.3,43.7,88.1,-10.1,90.9,673.3,11286991,1236.6,1
249,62290,2012,STD,REV,REVLON INC  -CL A,11291198.21,-79.8,,1236.6,20.9,478,52.357,52.349,1148.9,27.4,0.98,0.97,0.98,0.97,50.7,50.7,0,51.1,-3.4,94.4,99.5,-1446.9,1427.7,-649.3,-649.3,43.7,88.1,0.4,90.9,700.9,11286991,1236.6,1
250,62290,2013,SUMM_STD,REV,REVLON INC  -CL A,16386243.24,-48.1,,2123.9,28.6,509.2,52.358,52.357,1866.2,35.6,-0.11,0.47,-0.11,0.47,24.6,24.6,0,-5.8,-52.2,70.6,195.9,-1452.7,1495,-596.5,-596.5,46,246.4,-30.4,84,743.4,16379253,2123.9,1
251,62290,2013,STD,REV,REVLON INC  -CL A,16386291.34,-48.1,,2123.9,28.6,500.7,52.358,52.357,1866.2,35.6,-0.11,0.47,-0.11,0.47,24.6,24.6,0,-5.8,-4.1,70.6,195.9,-1452.7,1495,-596.5,-596.5,46,246.4,-30.4,84,751.9,16379253,2123.9,1
252,62655,2010,SUMM_STD,DF,DEAN FOODS CO,1252608064,-21942.801,,7941.418,,,90.9,90.9,,,1.01,-0.22,1.01,-0.22,-20.372,-20.372,0,91.491,,-2.547,,583.102,9093.973,1499.525,1514.068,17.825,,111.863,177.431,,1252578951,7941.418,0.5
253,62655,2010,STD,DF,DEAN FOODS CO,1252630007,-21942.801,,7956.667,301.974,8852.18,182.862,181.799,3893.275,276.08,0.5,0.47,0.5,0.48,86.475,77.74,-8.735,91.491,1.239,151.222,2113.391,583.102,12122.887,1499.525,1514.068,73.482,375.251,5.016,237.414,2527.982,1252578951,7956.667,0.5
254,62655,2011,SUMM_STD,DF,DEAN FOODS CO,979488018.1,-15045.814,,5755.167,178.416,7454.81,91.694,91.694,,168.5,-17.18,-18.85,-17.18,-18.85,-1728.282,-1728.282,0,-1575.621,,-2251.837,,-992.519,9715.747,-93.904,-98.651,-523.555,,152.661,177.449,,979467541,5755.167,0.5
255,62655,2011,STD,DF,DEAN FOODS CO,979503063.9,-15045.814,,5754.363,325.484,9762.679,183.388,183.388,3563.389,285.767,-8.59,-8.61,-8.59,-8.61,-1579.237,-1595.787,-16.55,-1575.621,3.415,-2052.598,2114.38,-992.519,13055.493,-103.398,-98.651,-456.811,220.78,3.616,254.451,2563.024,979467541,5754.363,0.5
256,62655,2012,SUMM_STD,DF,DEAN FOODS CO,901348829.7,-5475.502,,5697.583,123.892,7011.003,93.066,92.375,2311.708,172.158,1.7,0.26,1.72,0.26,23.815,23.815,0,158.622,-7.087,111.76,1248.637,-833.897,9274.662,357.187,459.628,87.945,1570.347,134.807,147.07,1825.584,901313043,5697.583,0.5
257,62655,2012,STD,DF,DEAN FOODS CO,901354305.2,-5475.502,,5687.091,228.083,8321.979,186.132,184.751,3077.258,246.583,0.85,0.62,0.86,0.62,114.994,117.413,2.419,158.622,4.907,263.922,1873.279,-833.897,11462.277,357.187,459.628,146.509,861.785,43.628,165.253,2441.861,901313043,5687.091,0.5
258,62655,2013,SUMM_STD,DF,DEAN FOODS CO,482787404,162.793,,2802.045,175.163,6998.349,94.796,93.786,896.564,165.469,8.58,3.43,8.67,3.47,325.359,325.359,0,813.178,163.413,283.034,1216.047,-20.719,9016.321,714.315,714.315,-42.325,369.611,487.819,104.444,1628.438,482757252,2802.045,1
259,62655,2013,STD,DF,DEAN FOODS CO,482787241.2,162.793,,2802.045,175.163,6998.349,94.796,93.786,896.564,165.469,8.58,3.43,8.67,3.47,325.359,325.359,0,813.178,0.51,283.034,1216.047,-20.719,9016.321,714.315,714.315,-42.325,369.611,487.819,104.554,1628.438,482757252,2802.045,1
260,62715,2010,SUMM_STD,DROP,FUSE SCIENCE INC,5868496.171,0.003,,0.069,0,0.047,50.926,50.926,0,0,0,0,0,0,-0.08,-0.08,0,-0.08,-0.036,-0.08,0,-10.052,0.009,-0.055,-0.181,0,-0.237,0,0.006,,5868404,0.069,1
261,62715,2010,STD,DROP,FUSE SCIENCE INC,5868496.168,0.003,,0.069,0,0.047,50.926,50.926,0,0,0,0,0,0,-0.08,-0.08,0,-0.08,-0.036,-0.08,0,-10.053,0.009,-0.056,-0.182,0,-0.237,0,0.006,,5868404,0.069,1
262,62715,2011,SUMM_STD,DROP,FUSE SCIENCE INC,243743602.9,0,,0.342,0,1.613,68.231,68.231,0,0.001,-0.03,-0.03,-0.03,-0.03,-2.02,-2.02,0,-2.02,0.002,-2.02,0,-12.072,0,-0.53,-0.657,0,-0.792,0,0.408,,243743485,0.342,1
263,62715,2011,STD,DROP,FUSE SCIENCE INC,243743602.9,0,,0.342,0,0,68.231,68.231,0,0.001,-0.03,-0.03,-0.03,-0.03,-2.02,-2.02,0,-2.02,0.002,-2.02,0,-12.072,0,-0.53,-0.657,0,-0.792,0,0.408,1.613,243743485,0.342,1
264,62715,2012,SUMM_STD,DROP,FUSE SCIENCE INC,292924041.9,0.176999986,,0.8,0.085,7.518,121.261,121.261,0.086,0.007,-0.09,-0.09,-0.09,-0.09,-11.042,-11.042,0,-11.042,0.172,-11.042,0.094,-23.114,0.105,-0.344,-0.471,0,-0.611,0,3.794,,292923854,0.8,1
